atoll,Anous_stolidus,Anous_minutus,Anous_tenuirostris,Anous_ceruleus,Gygis_alba,Onychoprion_fuscatus,Onychoprion_lunatus,Onychoprion_anaethetus,Sternula_nereis,Sternula_saundersi,Hydroprogne_caspia,Sterna_dougallii,Sterna_sumatrana,Thalasseus_bergii,Thalasseus_bengalensis,Phaethon_lepturus,Phaethon_rubricauda,Phoebastria_immutabilis,Phoebastria_nigripes,Phoebastria_albatrus,Nesofregetta_fuliginosa,Hydrobates_tristrami,Pterodroma_neglecta,Pterodroma_heraldica,Pterodroma_ultima,Pterodroma_hypoleuca,Pterodroma_alba,Bulweria_bulwerii,Ardenna_pacifica,Puffinus_nativitatis,Puffinus_bailloni,Fregata_ariel,Fregata_minor,Sula_dactylatra,Sula_granti,Sula_leucogaster,Sula_sula
Rekareka,0.672,0.63,0.6104,0.6444,0.6628,0.6452,0.5376,0.6508,0.6684,0.7756,0.5924,0.616,0.6276,0.5772,0.4468,0.6404,0.5432,0.5976,0.4932,0.5728,0.6216,0.666,0.7144,0.6204,0.6284,0.5976,0.608,0.6728,0.624,0.6448,0.6624,0.6224,0.598,0.952,0.9584,0.6228,0.6456
Ringgold,0.2412,0.1732,0.108,0.1808,0.1152,0.1556,0.148,0.1192,0.2444,0.4876,0.2504,0.2384,0.2348,0.4748,0.3588,0.2328,0.4172,0.358,0.5144,0.3628,0.11,0.2428,0.4604,0.2828,0.2696,0.2436,0.1772,0.2468,0.1788,0.1552,0.1116,0.1016,0.2292,0.6716,0.8072,0.4328,0.1616
Rowa,0.0752,0.042,0.0916,0.0472,0.1012,0.0208,0.1548,0.088,0.2028,0.4868,0.04,0.0344,0.024,0.2872,0.5724,0.0352,0.4504,0.3268,0.3192,0.2668,0.0856,0.08,0.2748,0.4312,0.114,0.042,0.056,0.0752,0.0448,0.028,0.0864,0.0932,0.0444,0.786,0.88,0.4912,0.0232
Sama,0.0356,0.0224,0.1736,0.0284,0.1676,0.0172,0.1208,0.176,0.1752,0.2784,0.0316,0.0288,0.0184,0.1428,0.2712,0.0248,0.4192,0.1756,0.2008,0.1832,0.1668,0.038,0.0892,0.2552,0.0936,0.0304,0.0704,0.0364,0.0264,0.0156,0.1732,0.1676,0.0372,0.2804,0.2396,0.2124,0.0188
Samasuma,0.0328,0.0268,0.1808,0.026,0.1788,0.0128,0.1296,0.1832,0.1764,0.2584,0.0284,0.0136,0.0116,0.1444,0.3064,0.0212,0.4312,0.1764,0.1844,0.182,0.1696,0.0396,0.0848,0.2184,0.0832,0.0256,0.0644,0.0364,0.0204,0.014,0.1884,0.168,0.0236,0.2832,0.2492,0.2216,0.0196
Taenga,0.4944,0.5104,0.6464,0.5008,0.662,0.5012,0.72,0.6364,0.56,0.5472,0.3884,0.3808,0.3948,0.43,0.688,0.3872,0.528,0.61,0.3004,0.562,0.6452,0.4956,0.4096,0.538,0.4824,0.396,0.5212,0.4928,0.4844,0.492,0.6744,0.6456,0.4056,0.7932,0.7816,0.6188,0.492
Tauere,0.7032,0.6748,0.6612,0.6692,0.6656,0.704,0.614,0.6576,0.6764,0.7596,0.6316,0.6524,0.6672,0.586,0.5348,0.6732,0.5264,0.6344,0.4784,0.58,0.6408,0.7004,0.6844,0.6708,0.6528,0.6572,0.6212,0.7028,0.6676,0.6908,0.6564,0.626,0.6396,0.9488,0.9488,0.6228,0.6944
Tenaruga,0.5328,0.37,0.2684,0.3524,0.2984,0.4256,0.3536,0.298,0.3532,0.7616,0.4676,0.4456,0.4372,0.4704,0.4392,0.4476,0.278,0.6056,0.1496,0.4084,0.27,0.554,0.4592,0.4308,0.5392,0.488,0.278,0.5516,0.3448,0.4416,0.3144,0.28,0.4868,0.9972,0.998,0.5508,0.4268
Tepoto,0.408,0.3848,0.5356,0.3724,0.5416,0.3616,0.3596,0.5504,0.57,0.6276,0.322,0.31,0.3228,0.4812,0.3024,0.3708,0.6036,0.4192,0.4616,0.5296,0.556,0.406,0.568,0.2992,0.3976,0.3472,0.5312,0.406,0.3904,0.3648,0.5628,0.538,0.3296,0.8832,0.8768,0.4664,0.3752
Thiladhunmathi,0.594,0.6128,0.5856,0.6092,0.5388,0.6952,0.6376,0.5416,0.4104,0.2224,0.7408,0.7236,0.718,0.4412,0.608,0.6884,0.3156,0.5292,0.4284,0.4204,0.5704,0.602,0.2528,0.6344,0.6088,0.7424,0.5028,0.6052,0.6228,0.696,0.5308,0.572,0.754,0.026,0.0192,0.3692,0.6904
Tuanake,0.3448,0.332,0.534,0.3296,0.5904,0.3188,0.5536,0.5448,0.4924,0.5516,0.262,0.226,0.22,0.3948,0.4948,0.2692,0.5456,0.52,0.2552,0.5244,0.5416,0.3424,0.3812,0.2936,0.3624,0.2448,0.428,0.3536,0.3196,0.3072,0.5636,0.5288,0.2556,0.868,0.8644,0.5128,0.3292
Vahitahi,0.8,0.7516,0.5508,0.742,0.5816,0.7904,0.6152,0.5716,0.6212,0.8136,0.752,0.7908,0.7916,0.67,0.5508,0.7788,0.4524,0.6964,0.4688,0.6208,0.5524,0.8116,0.758,0.6784,0.7328,0.7668,0.6376,0.808,0.7408,0.7976,0.5652,0.5268,0.766,0.9832,0.9876,0.6984,0.7928
West_Fayu,0.558,0.5164,0.2556,0.5344,0.2696,0.5196,0.2356,0.2588,0.4576,0.5684,0.6172,0.6608,0.6668,0.6564,0.3272,0.6428,0.4924,0.4352,0.7852,0.4944,0.2652,0.5592,0.7408,0.4296,0.5304,0.6184,0.478,0.5532,0.5404,0.5092,0.2616,0.266,0.612,0.436,0.5388,0.4608,0.508
Woleai,0.5288,0.4992,0.2496,0.4852,0.2508,0.4932,0.3752,0.244,0.3384,0.4268,0.6104,0.646,0.6208,0.5336,0.5556,0.5644,0.3416,0.4908,0.5976,0.3852,0.2588,0.5096,0.4656,0.6136,0.5244,0.6064,0.3448,0.5136,0.4812,0.4992,0.2476,0.2576,0.6112,0.2404,0.3156,0.474,0.4896
