atoll,region,species,nbirds
3.0,3.0,3.0,5.405750824376506
4.0,1.0,3.0,6.545109040346805
5.0,4.0,3.0,5.35933947483144
6.0,3.0,3.0,5.245389382912971
8.0,3.0,3.0,6.402846253762048
11.0,4.0,3.0,6.52002030769435
13.0,3.0,3.0,2.150583597346214
14.0,4.0,3.0,5.876752146448357
15.0,4.0,3.0,5.70426478352379
16.0,4.0,3.0,5.830254351459579
17.0,3.0,3.0,5.212157855755618
18.0,4.0,3.0,5.612776451525785
20.0,3.0,3.0,4.881507662981211
21.0,4.0,3.0,5.798993512785104
23.0,3.0,3.0,5.5515786522856265
28.0,3.0,3.0,6.034721717141747
29.0,3.0,3.0,6.0222391946338965
31.0,3.0,3.0,6.7194736509918584
34.0,3.0,3.0,5.507097970527189
49.0,3.0,3.0,5.107723318262874
50.0,3.0,3.0,2.8850391901557817
53.0,4.0,3.0,6.518853825769341
54.0,4.0,3.0,5.67617580567089
58.0,4.0,3.0,6.178199481504244
61.0,4.0,3.0,6.226821209935215
62.0,4.0,3.0,6.971819894725841
69.0,3.0,3.0,6.261132054850884
70.0,3.0,3.0,5.138696852132789
72.0,3.0,3.0,4.984817794576579
74.0,4.0,3.0,5.531313453991366
75.0,4.0,3.0,5.78588173326922
81.0,3.0,3.0,5.123024938135528
82.0,3.0,3.0,6.641113701344429
83.0,3.0,3.0,5.53256672439316
87.0,3.0,3.0,6.10006884670177
90.0,3.0,3.0,3.9408959238272634
91.0,3.0,3.0,3.0817204900916404
93.0,3.0,3.0,5.32847660318223
94.0,3.0,3.0,4.823461909684267
100.0,4.0,3.0,5.906867854415703
101.0,4.0,3.0,5.809817359024527
103.0,3.0,3.0,5.286806087518283
104.0,4.0,3.0,5.349173877849436
107.0,4.0,3.0,6.625385670790011
108.0,4.0,3.0,5.869727874693092
109.0,4.0,3.0,5.157457521496319
112.0,3.0,3.0,5.206671113988112
114.0,3.0,3.0,4.64627484201638
116.0,4.0,3.0,6.367451926069211
117.0,4.0,3.0,6.240129837928567
120.0,3.0,3.0,4.249192055700218
123.0,3.0,3.0,6.160000258796072
126.0,4.0,3.0,6.478900921660939
127.0,4.0,3.0,6.286467334777524
128.0,3.0,3.0,3.1691915536385915
130.0,4.0,3.0,5.669322263936899
133.0,2.0,3.0,5.358843957747042
134.0,4.0,3.0,6.342194958049814
136.0,3.0,3.0,5.714453397471966
137.0,2.0,3.0,5.142473576119233
139.0,2.0,3.0,3.8629199805757644
141.0,4.0,3.0,6.730751263463289
142.0,2.0,3.0,5.756826537360844
144.0,3.0,3.0,4.681028358676304
145.0,4.0,3.0,5.768555413139147
149.0,3.0,3.0,5.808963605015892
150.0,2.0,3.0,5.713600830225063
151.0,3.0,3.0,5.252965442510284
152.0,3.0,3.0,2.7216854397256793
153.0,4.0,3.0,7.671265313837856
155.0,4.0,3.0,6.265975760086075
156.0,3.0,3.0,4.4529759745054855
159.0,4.0,3.0,5.99262048017564
160.0,4.0,3.0,6.119975206133141
164.0,2.0,3.0,5.98906668787158
165.0,4.0,3.0,5.589515748445653
166.0,4.0,3.0,5.0597476526621765
168.0,4.0,3.0,5.896416538554333
171.0,4.0,3.0,6.107523567952903
175.0,3.0,3.0,5.710885069037323
176.0,3.0,3.0,5.599398511376448
182.0,3.0,3.0,4.043144625461074
183.0,3.0,3.0,3.324626739213288
187.0,1.0,3.0,6.209654934795973
189.0,3.0,3.0,6.056099783540581
192.0,4.0,3.0,5.504370054176094
194.0,4.0,3.0,5.389484430228168
195.0,4.0,3.0,5.871546693224491
198.0,3.0,3.0,4.4875359077686445
199.0,4.0,3.0,7.023915967235084
201.0,4.0,3.0,7.421372339049362
205.0,4.0,3.0,7.1826819060993845
206.0,4.0,3.0,4.789429956293995
208.0,4.0,3.0,5.149959112653416
209.0,4.0,3.0,7.105541765149146
211.0,4.0,3.0,4.917189583009008
212.0,4.0,3.0,6.318130671829282
213.0,3.0,3.0,5.834414126777303
214.0,3.0,3.0,6.053599583831317
215.0,3.0,3.0,5.577530764299659
218.0,4.0,3.0,6.776791085865931
219.0,4.0,3.0,5.527564107598072
220.0,4.0,3.0,6.011451089498972
221.0,2.0,3.0,6.6117597049834265
224.0,3.0,3.0,5.983579379860269
225.0,3.0,3.0,5.5687011425575195
3.0,3.0,2.0,7.467071084951758
5.0,4.0,2.0,5.289404176068673
6.0,3.0,2.0,6.61052429673608
8.0,3.0,2.0,7.425351791062333
14.0,4.0,2.0,5.652562712757133
15.0,4.0,2.0,5.549207826605961
16.0,4.0,2.0,5.627452187642111
17.0,3.0,2.0,7.421515086754745
18.0,4.0,2.0,5.517437996727216
20.0,3.0,2.0,6.260474677032547
21.0,4.0,2.0,5.572204364815382
23.0,3.0,2.0,6.72917231942664
26.0,2.0,2.0,7.002655242633787
28.0,3.0,2.0,7.240711087822023
29.0,3.0,2.0,7.245548201774392
31.0,3.0,2.0,7.665174757257745
34.0,3.0,2.0,7.239236808151127
46.0,2.0,2.0,5.753486897495579
49.0,3.0,2.0,6.656868152266582
50.0,3.0,2.0,4.484928092055152
53.0,4.0,2.0,6.240589217447963
54.0,4.0,2.0,5.176615672691118
55.0,4.0,2.0,6.1670365312127124
58.0,4.0,2.0,5.512521595015512
61.0,4.0,2.0,5.839077883652839
62.0,4.0,2.0,6.2913566535000545
69.0,3.0,2.0,7.013195611083432
70.0,3.0,2.0,6.760464950943745
72.0,3.0,2.0,6.410108940777316
74.0,4.0,2.0,5.479995230446767
75.0,4.0,2.0,5.543094403465744
81.0,3.0,2.0,7.503663670640919
82.0,3.0,2.0,7.239865920903356
83.0,3.0,2.0,6.541091676265549
90.0,3.0,2.0,4.9694410308816135
91.0,3.0,2.0,4.623943741873603
93.0,3.0,2.0,7.479875717486219
94.0,3.0,2.0,6.3048358104608475
100.0,4.0,2.0,5.594306156130821
101.0,4.0,2.0,5.492246248314223
103.0,3.0,2.0,7.553643069263018
104.0,4.0,2.0,5.052766660583706
107.0,4.0,2.0,5.663734896666618
108.0,4.0,2.0,5.655944745030599
109.0,4.0,2.0,4.820509735679206
112.0,3.0,2.0,6.495291858800771
114.0,3.0,2.0,5.693889302420514
116.0,4.0,2.0,5.690447866863625
120.0,3.0,2.0,5.379599889917804
123.0,3.0,2.0,6.866777644286907
127.0,4.0,2.0,5.992227510420364
130.0,4.0,2.0,5.585211390048151
133.0,2.0,2.0,6.008416821444861
134.0,4.0,2.0,6.2320057880644315
136.0,3.0,2.0,7.660676834560635
137.0,2.0,2.0,6.128619713282897
139.0,2.0,2.0,4.69644712664319
141.0,4.0,2.0,5.793232991936251
142.0,2.0,2.0,6.660157455966186
144.0,3.0,2.0,5.828174107714522
145.0,4.0,2.0,5.574683977931074
149.0,3.0,2.0,7.833424367297932
150.0,2.0,2.0,6.506112437164129
151.0,3.0,2.0,5.938425150491713
152.0,3.0,2.0,3.8051415344564297
155.0,4.0,2.0,5.909668199700314
156.0,3.0,2.0,5.62762907406854
159.0,4.0,2.0,5.416468089085554
160.0,4.0,2.0,5.683967924671258
165.0,4.0,2.0,5.418757137462498
166.0,4.0,2.0,5.036304450010215
168.0,4.0,2.0,5.619409769023639
171.0,4.0,2.0,5.706452786005272
175.0,3.0,2.0,6.879875410565989
176.0,3.0,2.0,6.8314510696301936
182.0,3.0,2.0,5.13645471584485
183.0,3.0,2.0,4.70109287630066
189.0,3.0,2.0,7.857602351801472
192.0,4.0,2.0,5.511713920639505
194.0,4.0,2.0,5.313709636862151
196.0,4.0,2.0,5.334494437507862
198.0,3.0,2.0,6.933070749680177
199.0,4.0,2.0,6.38238942500451
205.0,4.0,2.0,7.212439650753016
206.0,4.0,2.0,4.50098299258312
208.0,4.0,2.0,5.018184022809217
209.0,4.0,2.0,6.700606274932907
213.0,3.0,2.0,6.712433416500067
214.0,3.0,2.0,6.897770895043242
215.0,3.0,2.0,5.863533124474008
218.0,4.0,2.0,6.122594690940322
219.0,4.0,2.0,5.5226290002235165
221.0,2.0,2.0,6.569233700182177
224.0,3.0,2.0,6.999859852313097
225.0,3.0,2.0,6.8696627705170625
37.0,1.0,4.0,6.577296583366311
45.0,1.0,4.0,6.824829405941869
16.0,4.0,1.0,3.403609585425133
18.0,4.0,1.0,3.671680235352403
28.0,3.0,1.0,5.602178485630853
31.0,3.0,1.0,5.504181568485087
48.0,3.0,1.0,4.762459416512194
61.0,4.0,1.0,3.5998482434023296
104.0,4.0,1.0,3.998319295712157
166.0,4.0,1.0,3.1000730041094666
168.0,4.0,1.0,3.512458403521967
184.0,4.0,1.0,3.3188771250548452
190.0,4.0,1.0,4.532266425682388
205.0,4.0,1.0,4.712001942884564
208.0,4.0,1.0,3.250664325527054
209.0,4.0,1.0,4.032811050573167
3.0,3.0,9.0,5.001631053905926
4.0,1.0,9.0,6.0080010220491085
6.0,3.0,9.0,4.92504514868161
8.0,3.0,9.0,5.309573604666739
11.0,4.0,9.0,5.789944487517041
13.0,3.0,9.0,3.2082930515208123
14.0,4.0,9.0,5.934290676552699
15.0,4.0,9.0,5.959279462340619
16.0,4.0,9.0,5.4420377355357905
17.0,3.0,9.0,5.004322606726882
18.0,4.0,9.0,5.559406138393256
20.0,3.0,9.0,4.485460277092872
23.0,3.0,9.0,4.745572445889255
26.0,2.0,9.0,3.7040989558018405
28.0,3.0,9.0,5.617763643919163
29.0,3.0,9.0,5.205948422692782
31.0,3.0,9.0,5.992049756756915
34.0,3.0,9.0,4.809275209487048
49.0,3.0,9.0,4.819899574002497
53.0,4.0,9.0,6.459307811410128
54.0,4.0,9.0,5.460371902705304
58.0,4.0,9.0,5.361292519025457
61.0,4.0,9.0,6.240628283103783
62.0,4.0,9.0,6.088516127732471
69.0,3.0,9.0,4.6084059485289375
70.0,3.0,9.0,4.958105066045921
72.0,3.0,9.0,4.778962523891755
74.0,4.0,9.0,5.611340894207218
75.0,4.0,9.0,5.432164235135689
81.0,3.0,9.0,5.120128084969039
82.0,3.0,9.0,4.915697295615952
83.0,3.0,9.0,4.800879752327344
87.0,3.0,9.0,5.190921380383103
91.0,3.0,9.0,3.918753686216504
93.0,3.0,9.0,4.827525287264151
94.0,3.0,9.0,4.419131952684802
100.0,4.0,9.0,5.557855853678171
101.0,4.0,9.0,5.823541772803523
103.0,3.0,9.0,4.879500284955145
104.0,4.0,9.0,6.026410424660497
107.0,4.0,9.0,6.060154708312703
108.0,4.0,9.0,5.492334509868523
109.0,4.0,9.0,5.812256892475358
