atoll,region,species,nbirds
3.0,3.0,3.0,5.157539367064431
4.0,1.0,3.0,6.344879956920018
5.0,4.0,3.0,5.1277783353089585
6.0,3.0,3.0,4.978372595343266
8.0,3.0,3.0,6.289581938126339
11.0,4.0,3.0,6.376746673888055
13.0,3.0,3.0,2.021774093074947
14.0,4.0,3.0,5.942544601354839
15.0,4.0,3.0,5.704923056326535
16.0,4.0,3.0,5.6861657763977895
17.0,3.0,3.0,4.8417713803646345
18.0,4.0,3.0,5.398303203946414
20.0,3.0,3.0,4.557968616066316
21.0,4.0,3.0,5.761887678680739
23.0,3.0,3.0,5.1854033455078445
28.0,3.0,3.0,5.948008961938205
29.0,3.0,3.0,5.8126151630832545
31.0,3.0,3.0,6.643345564908802
34.0,3.0,3.0,5.215231140069033
49.0,3.0,3.0,4.956620064995218
50.0,3.0,3.0,2.6415493177589346
53.0,4.0,3.0,6.543882621638562
54.0,4.0,3.0,5.558459462735237
58.0,4.0,3.0,6.0118890266468386
61.0,4.0,3.0,6.097898096946314
62.0,4.0,3.0,6.9100195285874175
69.0,3.0,3.0,5.982701923966278
70.0,3.0,3.0,5.1230553833406836
72.0,3.0,3.0,4.786446987012327
74.0,4.0,3.0,5.400584891838367
75.0,4.0,3.0,5.757453437302017
81.0,3.0,3.0,5.129476984234077
82.0,3.0,3.0,6.367438014303341
83.0,3.0,3.0,5.414518188652565
87.0,3.0,3.0,5.814780553147783
90.0,3.0,3.0,3.757750467021706
91.0,3.0,3.0,2.8138949580510793
93.0,3.0,3.0,5.164154880574261
94.0,3.0,3.0,4.588120944169458
100.0,4.0,3.0,5.708500648504734
101.0,4.0,3.0,5.674174748439941
103.0,3.0,3.0,5.178598625120447
104.0,4.0,3.0,5.303514578468643
107.0,4.0,3.0,6.432986877344774
108.0,4.0,3.0,5.864993585791523
109.0,4.0,3.0,5.11689569525597
112.0,3.0,3.0,4.875959329427663
114.0,3.0,3.0,4.711750847340918
116.0,4.0,3.0,6.19710115294998
117.0,4.0,3.0,6.202386973831999
120.0,3.0,3.0,4.124391837232659
123.0,3.0,3.0,5.8737919096527955
126.0,4.0,3.0,6.440813680156642
127.0,4.0,3.0,6.280527237519262
128.0,3.0,3.0,3.1821252992985745
130.0,4.0,3.0,5.792426173412817
133.0,2.0,3.0,5.0559709444954315
134.0,4.0,3.0,6.333969379090755
136.0,3.0,3.0,5.4405258030424255
137.0,2.0,3.0,4.93765905495452
