atoll,region,species,nbirds
Reitoru,Polynesia,Fregata_ariel,1200.0
Surprise,Melanesia,Fregata_ariel,1587.0
Suwarrow,Polynesia,Fregata_ariel,8500.0
Swains,Polynesia,Fregata_ariel,27.0
Tahanea,Polynesia,Fregata_ariel,310.0
Toau,Polynesia,Fregata_ariel,150.0
Aldabra,Indian_Ocean,Fregata_minor,6000.0
Caroline,Polynesia,Fregata_minor,4854.0
Clipperton,Polynesia,Fregata_minor,642.0
Enderbury,Polynesia,Fregata_minor,600.0
Europa,Indian_Ocean,Fregata_minor,3000.0
Fakarava,Polynesia,Fregata_minor,135.0
Fangataufa,Polynesia,Fregata_minor,50.0
French_Frigate_Shoals,Polynesia,Fregata_minor,1413.0
Johnston,Polynesia,Fregata_minor,300.0
Kiritimati,Polynesia,Fregata_minor,800.0
Laysan,Polynesia,Fregata_minor,6500.0
Malden,Polynesia,Fregata_minor,6000.0
Maria,Polynesia,Fregata_minor,220.0
Maupihaa,Polynesia,Fregata_minor,139.0
McKean,Polynesia,Fregata_minor,800.0
Midway,Polynesia,Fregata_minor,140.0
Nikumaroro,Polynesia,Fregata_minor,2.0
Nupani,Melanesia,Fregata_minor,10.0
Orona,Polynesia,Fregata_minor,100.0
Paraoa,Polynesia,Fregata_minor,40.0
Pearl_and_Hermes,Polynesia,Fregata_minor,890.0
Peros_Banhos,Indian_Ocean,Fregata_minor,160.0
Rawaki,Polynesia,Fregata_minor,2500.0
Reitoru,Polynesia,Fregata_minor,810.0
Surprise,Melanesia,Fregata_minor,378.0
Suwarrow,Polynesia,Fregata_minor,250.0
Swains,Polynesia,Fregata_minor,11.0
Tahanea,Polynesia,Fregata_minor,60.0
Temoe,Polynesia,Fregata_minor,200.0
Toau,Polynesia,Fregata_minor,100.0
Vahanga,Polynesia,Fregata_minor,200.0
Wake,Micronesia,Fregata_minor,225.0
Bellona,Melanesia,Sula_dactylatra,76.0
Caroline,Polynesia,Sula_dactylatra,378.0
Enderbury,Polynesia,Sula_dactylatra,2000.0
Fangataufa,Polynesia,Sula_dactylatra,50.0
French_Frigate_Shoals,Polynesia,Sula_dactylatra,1190.0
Johnston,Polynesia,Sula_dactylatra,84.0
Kiritimati,Polynesia,Sula_dactylatra,25.0
Laysan,Polynesia,Sula_dactylatra,1500.0
Malden,Polynesia,Sula_dactylatra,20000.0
Manra,Polynesia,Sula_dactylatra,200.0
Maria,Polynesia,Sula_dactylatra,7.0
Maupihaa,Polynesia,Sula_dactylatra,15.0
McKean,Polynesia,Sula_dactylatra,2400.0
Midway,Polynesia,Sula_dactylatra,10.0
Nikumaroro,Polynesia,Sula_dactylatra,8.0
