"","PC1","PC2","PC3","PC4","PC5","PC6","atoll","region","species","presence","cond"
"5395",-0.0160691673556982,0.0538609967456319,-0.424761150923191,0.376542461361498,-0.21765110391074,0.286199549904085,"Rongelap","Micronesia","Puffinus_nativitatis",FALSE,"Polynesia|Micronesia"
"5396",-0.0160691673556982,0.0538609967456319,-0.424761150923191,0.376542461361498,-0.21765110391074,0.286199549904085,"Rongelap","Micronesia","Puffinus_bailloni",FALSE,"\w+"
"5397",-0.0160691673556982,0.0538609967456319,-0.424761150923191,0.376542461361498,-0.21765110391074,0.286199549904085,"Rongelap","Micronesia","Fregata_ariel",FALSE,"\w+"
"5398",-0.0160691673556982,0.0538609967456319,-0.424761150923191,0.376542461361498,-0.21765110391074,0.286199549904085,"Rongelap","Micronesia","Fregata_minor",TRUE,"\w+"
"5399",-0.0160691673556982,0.0538609967456319,-0.424761150923191,0.376542461361498,-0.21765110391074,0.286199549904085,"Rongelap","Micronesia","Sula_dactylatra",FALSE,"\w+"
"5400",-0.0160691673556982,0.0538609967456319,-0.424761150923191,0.376542461361498,-0.21765110391074,0.286199549904085,"Rongelap","Micronesia","Sula_granti",FALSE,"\d"
"5401",-0.0160691673556982,0.0538609967456319,-0.424761150923191,0.376542461361498,-0.21765110391074,0.286199549904085,"Rongelap","Micronesia","Sula_leucogaster",FALSE,"\w+"
"5402",-0.0160691673556982,0.0538609967456319,-0.424761150923191,0.376542461361498,-0.21765110391074,0.286199549904085,"Rongelap","Micronesia","Sula_sula",TRUE,"\w+"
"5403",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Anous_stolidus",TRUE,"\w+"
"5404",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Anous_minutus",TRUE,"Melanesia|Micronesia|Polynesia"
"5405",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Anous_tenuirostris",FALSE,"Indian_Ocean"
"5406",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Anous_ceruleus",FALSE,"Melanesia|Micronesia|Polynesia"
"5407",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Gygis_alba",TRUE,"\w+"
"5408",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Onychoprion_fuscatus",TRUE,"\w+"
"5409",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Onychoprion_lunatus",FALSE,"Melanesia|Micronesia|Polynesia"
"5410",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Onychoprion_anaethetus",FALSE,"Indian_Ocean|Melanesia"
"5411",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Sternula_nereis",FALSE,"Melanesia"
"5412",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Sternula_saundersi",FALSE,"Indian_Ocean"
"5413",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Hydroprogne_caspia",FALSE,"Indian_Ocean|Melanesia"
"5414",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Sterna_dougallii",FALSE,"Indian_Ocean|Melanesia"
"5415",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Sterna_sumatrana",TRUE,"Indian_Ocean|Melanesia|Micronesia"
"5416",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Thalasseus_bergii",TRUE,"\w+"
"5417",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Thalasseus_bengalensis",FALSE,"Indian_Ocean"
"5418",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Phaethon_lepturus",FALSE,"\w+"
"5419",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Phaethon_rubricauda",FALSE,"\w+"
"5420",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Phoebastria_immutabilis",FALSE,"\d"
"5421",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Phoebastria_nigripes",FALSE,"\d"
"5422",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Phoebastria_albatrus",FALSE,"\d"
"5423",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Nesofregetta_fuliginosa",FALSE,"\d"
"5424",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Hydrobates_tristrami",FALSE,"\d"
"5425",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Pterodroma_neglecta",FALSE,"\d"
"5426",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Pterodroma_heraldica",FALSE,"Polynesia|Melanesia"
"5427",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Pterodroma_ultima",FALSE,"\d"
"5428",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Pterodroma_hypoleuca",FALSE,"\d"
"5429",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Pterodroma_alba",FALSE,"\d"
"5430",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Bulweria_bulwerii",FALSE,"\d"
"5431",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Ardenna_pacifica",TRUE,"\w+"
"5432",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Puffinus_nativitatis",FALSE,"Polynesia|Micronesia"
"5433",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Puffinus_bailloni",FALSE,"\w+"
"5434",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Fregata_ariel",FALSE,"\w+"
"5435",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Fregata_minor",TRUE,"\w+"
"5436",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Sula_dactylatra",FALSE,"\w+"
"5437",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Sula_granti",FALSE,"\d"
"5438",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Sula_leucogaster",FALSE,"\w+"
"5439",-0.103584748733548,0.0292457177696722,-0.133724781929111,0.00941254110167857,0.274361204876141,0.302396405742787,"Rongerik","Micronesia","Sula_sula",FALSE,"\w+"
"5440",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Anous_stolidus",TRUE,"\w+"
"5441",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Anous_minutus",TRUE,"Melanesia|Micronesia|Polynesia"
"5442",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Anous_tenuirostris",FALSE,"Indian_Ocean"
"5443",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Anous_ceruleus",FALSE,"Melanesia|Micronesia|Polynesia"
