atoll,Anous_stolidus,Anous_minutus,Anous_tenuirostris,Anous_ceruleus,Gygis_alba,Onychoprion_fuscatus,Onychoprion_lunatus,Onychoprion_anaethetus,Sternula_nereis,Sternula_saundersi,Hydroprogne_caspia,Sterna_dougallii,Sterna_sumatrana,Thalasseus_bergii,Thalasseus_bengalensis,Phaethon_lepturus,Phaethon_rubricauda,Phoebastria_immutabilis,Phoebastria_nigripes,Phoebastria_albatrus,Nesofregetta_fuliginosa,Hydrobates_tristrami,Pterodroma_neglecta,Pterodroma_heraldica,Pterodroma_ultima,Pterodroma_hypoleuca,Pterodroma_alba,Bulweria_bulwerii,Ardenna_pacifica,Puffinus_nativitatis,Puffinus_bailloni,Fregata_ariel,Fregata_minor,Sula_dactylatra,Sula_granti,Sula_leucogaster,Sula_sula
Eauripik,0.9772,0.9726,0.002,0.1098,0.7628,0.4568,0.013,0.0082,0.002,0.002,0.0116,0.0206,0.8646,0.8036,0.0,0.4482,0.0618,0.0022,0.013,0.0008,0.0034,0.006,0.0024,0.005,0.0022,0.0052,0.0002,0.066,0.2122,0.021,0.0004,0.0894,0.8046,0.0306,0.0026,0.209,0.608
Ebon,0.8688,0.8802,0.0034,0.0158,0.9534,0.1444,0.0674,0.0322,0.0016,0.0,0.0006,0.001,0.339,0.599,0.0006,0.0726,0.141,0.0024,0.0026,0.0006,0.006,0.0006,0.0004,0.007,0.0002,0.0002,0.001,0.0016,0.042,0.002,0.0014,0.2448,0.3418,0.0032,0.0002,0.3568,0.2648
Elato,0.8608,0.6794,0.0,0.0042,0.5922,0.0968,0.0062,0.0014,0.0,0.0016,0.001,0.0018,0.3944,0.6006,0.0,0.0764,0.0394,0.0022,0.0024,0.0002,0.0002,0.0006,0.0004,0.002,0.0014,0.0004,0.0,0.0036,0.0148,0.003,0.0002,0.016,0.4366,0.1122,0.015,0.173,0.1798
Faadhippolhu,0.8582,0.022,0.5426,0.0162,0.6778,0.3666,0.001,0.291,0.0018,0.016,0.1594,0.4292,0.635,0.4772,0.0634,0.6014,0.0432,0.0004,0.0016,0.0032,0.0076,0.0078,0.0092,0.0066,0.0394,0.0052,0.0034,0.0182,0.0684,0.0016,0.1044,0.4158,0.5358,0.0006,0.0,0.0814,0.4392
Faafu,0.7642,0.008,0.5164,0.0062,0.6828,0.258,0.0008,0.2706,0.0026,0.0152,0.0866,0.2756,0.468,0.412,0.0544,0.4582,0.0358,0.0004,0.0004,0.0012,0.0076,0.004,0.007,0.0086,0.029,0.0018,0.0018,0.0076,0.034,0.0006,0.0926,0.379,0.3874,0.0012,0.0,0.0728,0.3238
Faraulep,0.9714,0.9594,0.0008,0.0606,0.837,0.3902,0.0194,0.0104,0.0014,0.0022,0.007,0.0082,0.7646,0.812,0.0004,0.3286,0.0954,0.0018,0.0134,0.0012,0.0018,0.0026,0.0034,0.0096,0.0014,0.0016,0.0006,0.0222,0.1342,0.0114,0.001,0.0888,0.7188,0.0408,0.0018,0.31,0.5524
Felidhu,0.8516,0.017,0.5222,0.015,0.6516,0.3374,0.001,0.2674,0.001,0.0152,0.1548,0.431,0.6322,0.4816,0.042,0.6108,0.0374,0.0004,0.0006,0.0018,0.0072,0.0062,0.0088,0.0072,0.0416,0.0026,0.0028,0.0166,0.0526,0.0018,0.0872,0.3882,0.5396,0.0004,0.0,0.0492,0.416
Gaafaru,0.7632,0.0052,0.4098,0.0042,0.5656,0.2314,0.0004,0.2026,0.002,0.0214,0.1202,0.3242,0.4932,0.4264,0.0184,0.4756,0.0392,0.0004,0.0004,0.0016,0.0044,0.0058,0.0082,0.0046,0.0332,0.0016,0.0014,0.0118,0.0196,0.0014,0.0634,0.2824,0.4408,0.006,0.0,0.0342,0.282
Haddhunmathi,0.761,0.0124,0.5568,0.007,0.7016,0.2404,0.0026,0.3062,0.002,0.014,0.082,0.2524,0.4472,0.3988,0.0992,0.4336,0.0436,0.0004,0.0,0.001,0.0072,0.0036,0.0058,0.0128,0.0266,0.0022,0.0024,0.0088,0.0412,0.001,0.119,0.4148,0.3696,0.0022,0.0,0.1076,0.3204
Hikueru,0.9286,0.8684,0.0022,0.1116,0.8958,0.5632,0.204,0.0026,0.0014,0.0016,0.0004,0.0012,0.0828,0.1928,0.0058,0.1552,0.2928,0.0152,0.0034,0.0082,0.0082,0.0082,0.0016,0.0072,0.0016,0.008,0.0182,0.0178,0.0288,0.0344,0.0108,0.403,0.36,0.719,0.113,0.7458,0.7546
Hiti,0.6778,0.5254,0.002,0.015,0.8408,0.2944,0.0934,0.0022,0.0014,0.0018,0.0008,0.0002,0.0262,0.1598,0.0022,0.0584,0.3826,0.0156,0.0012,0.0082,0.0056,0.0016,0.0008,0.001,0.0018,0.0044,0.0088,0.0052,0.0066,0.014,0.0106,0.2942,0.166,0.8016,0.2292,0.6128,0.4814
Huvadhu,0.7766,0.0174,0.6136,0.0104,0.7476,0.3122,0.0018,0.361,0.0036,0.0168,0.091,0.2858,0.48,0.4468,0.1848,0.4584,0.0484,0.0002,0.0,0.0034,0.0118,0.0028,0.0044,0.0222,0.038,0.0022,0.0024,0.0082,0.0568,0.0014,0.1424,0.4738,0.3626,0.0014,0.0,0.1966,0.3906
Ifalik,0.9572,0.934,0.0008,0.0392,0.754,0.2996,0.016,0.0042,0.0004,0.0006,0.005,0.005,0.7088,0.7664,0.0,0.2586,0.0664,0.003,0.0066,0.0002,0.0014,0.001,0.0008,0.004,0.0008,0.0012,0.0012,0.0152,0.094,0.0104,0.0004,0.0576,0.682,0.0392,0.0022,0.2596,0.471
Ihavandhippolu,0.8684,0.0228,0.5108,0.0144,0.6502,0.3856,0.0006,0.2536,0.0024,0.0146,0.1788,0.4648,0.673,0.5026,0.0468,0.6306,0.0396,0.0002,0.0006,0.0024,0.0058,0.009,0.0128,0.0068,0.045,0.0044,0.0028,0.0212,0.0694,0.0012,0.0804,0.3824,0.5864,0.0034,0.0002,0.0686,0.476
Kalpeni,0.9286,0.054,0.632,0.0422,0.753,0.5544,0.0014,0.362,0.0054,0.0192,0.2588,0.642,0.8058,0.6576,0.049,0.7952,0.0694,0.0002,0.0032,0.0028,0.0104,0.0134,0.0294,0.0148,0.0664,0.0078,0.0078,0.024,0.1666,0.0036,0.1354,0.509,0.6778,0.0004,0.0002,0.0692,0.6284
Katiu,0.7568,0.6794,0.0034,0.0356,0.8758,0.3168,0.1942,0.0006,0.0008,0.0,0.0004,0.0004,0.0264,0.126,0.0068,0.0566,0.3384,0.011,0.0022,0.007,0.007,0.0018,0.0004,0.0024,0.0004,0.0044,0.0122,0.0058,0.01,0.013,0.0138,0.3584,0.1672,0.5798,0.0696,0.7126,0.529
Kiltan,0.9382,0.0476,0.6066,0.0372,0.7346,0.5926,0.0006,0.339,0.0052,0.0302,0.297,0.6868,0.836,0.6898,0.0234,0.83,0.0858,0.0008,0.0046,0.004,0.0094,0.0122,0.0472,0.0086,0.0708,0.008,0.0094,0.0238,0.1516,0.0036,0.1198,0.4724,0.7386,0.0008,0.0,0.0566,0.6744
Kolhumadulu,0.7956,0.0102,0.511,0.0114,0.6582,0.2712,0.0006,0.2598,0.0024,0.0128,0.1102,0.3126,0.5172,0.4264,0.0734,0.4964,0.035,0.0002,0.0004,0.0022,0.0072,0.0054,0.0054,0.0114,0.0338,0.0014,0.0014,0.012,0.039,0.0006,0.0908,0.3684,0.4182,0.0022,0.0,0.0778,0.3582
Kuop,0.3538,0.1942,0.0,0.0008,0.3686,0.0202,0.0078,0.0012,0.0004,0.002,0.0002,0.0002,0.081,0.5198,0.0,0.0138,0.1112,0.0024,0.002,0.0006,0.0004,0.0,0.0004,0.001,0.0,0.0,0.0002,0.0008,0.002,0.001,0.0,0.0114,0.1138,0.293,0.0782,0.242,0.0404
Lamotrek,0.944,0.8672,0.0002,0.0168,0.6828,0.2146,0.0106,0.0034,0.0006,0.0012,0.0014,0.0032,0.6168,0.7032,0.0002,0.1672,0.0492,0.0038,0.0026,0.0008,0.0014,0.0008,0.0006,0.0014,0.0004,0.0006,0.0004,0.0102,0.0392,0.0056,0.0004,0.034,0.6278,0.0746,0.0078,0.203,0.3492
Laualau,0.055,0.0312,0.004,0.0004,0.3902,0.0022,0.0002,0.052,0.0176,0.0064,0.0004,0.0008,0.0248,0.0638,0.0022,0.0162,0.0502,0.0002,0.0002,0.0016,0.0024,0.0,0.0012,0.024,0.0008,0.0,0.0002,0.0,0.0028,0.0,0.004,0.1702,0.0182,0.0886,0.007,0.2218,0.0278
Lib,0.9712,0.9646,0.003,0.0666,0.9174,0.4538,0.0216,0.0144,0.001,0.0032,0.0032,0.0064,0.8014,0.856,0.0006,0.3584,0.1552,0.004,0.016,0.0012,0.0048,0.0012,0.0044,0.0068,0.0008,0.0012,0.0016,0.0156,0.1446,0.0194,0.0016,0.142,0.7616,0.0356,0.002,0.3164,0.6432
Liot,0.0792,0.0676,0.0056,0.0,0.472,0.003,0.0002,0.0786,0.028,0.0042,0.0002,0.0034,0.0424,0.0614,0.0018,0.0246,0.0584,0.0,0.0002,0.001,0.0042,0.0002,0.0006,0.0472,0.0,0.0,0.0008,0.0,0.004,0.0002,0.0052,0.2222,0.0244,0.0252,0.0012,0.19,0.0348
