atoll,Anous_stolidus,Anous_minutus,Anous_tenuirostris,Anous_ceruleus,Gygis_alba,Onychoprion_fuscatus,Onychoprion_lunatus,Onychoprion_anaethetus,Sternula_nereis,Sternula_saundersi,Hydroprogne_caspia,Sterna_dougallii,Sterna_sumatrana,Thalasseus_bergii,Thalasseus_bengalensis,Phaethon_lepturus,Phaethon_rubricauda,Phoebastria_immutabilis,Phoebastria_nigripes,Phoebastria_albatrus,Nesofregetta_fuliginosa,Hydrobates_tristrami,Pterodroma_neglecta,Pterodroma_heraldica,Pterodroma_ultima,Pterodroma_hypoleuca,Pterodroma_alba,Bulweria_bulwerii,Ardenna_pacifica,Puffinus_nativitatis,Puffinus_bailloni,Fregata_ariel,Fregata_minor,Sula_dactylatra,Sula_granti,Sula_leucogaster,Sula_sula
Budibudi,0.3652,0.4096,0.013,0.0016,0.6026,0.029,0.0016,0.0966,0.0602,0.005,0.001,0.014,0.1708,0.1696,0.0066,0.0822,0.0986,0.0016,0.0032,0.0078,0.0074,0.0008,0.0026,0.0428,0.0004,0.0006,0.0048,0.0004,0.0444,0.0006,0.0096,0.417,0.0902,0.0332,0.0026,0.3414,0.141
Chetlat,0.9336,0.1054,0.5752,0.0828,0.7416,0.7306,0.0014,0.32,0.0124,0.0468,0.3744,0.7004,0.8742,0.7464,0.0684,0.8786,0.098,0.002,0.013,0.009,0.0156,0.0182,0.0704,0.014,0.0922,0.02,0.035,0.0232,0.2328,0.0182,0.1376,0.4698,0.757,0.0082,0.0016,0.0994,0.763
Dhaalu,0.7556,0.016,0.4678,0.0138,0.6552,0.339,0.0032,0.2442,0.0052,0.0214,0.1282,0.2974,0.539,0.4918,0.1472,0.525,0.0432,0.0014,0.001,0.004,0.0092,0.0054,0.0072,0.0202,0.04,0.0042,0.0058,0.005,0.0398,0.0034,0.099,0.3606,0.4354,0.0114,0.0016,0.1122,0.3712
Eauripik,0.9796,0.9778,0.0038,0.111,0.8684,0.5648,0.0232,0.014,0.0028,0.0032,0.0182,0.0282,0.8756,0.8142,0.0022,0.4734,0.0572,0.0046,0.0196,0.002,0.01,0.0106,0.0062,0.01,0.0082,0.0122,0.0028,0.0394,0.239,0.0418,0.0024,0.1336,0.8172,0.0782,0.0068,0.288,0.6934
Ebon,0.9168,0.8992,0.006,0.0218,0.947,0.2084,0.084,0.033,0.0028,0.0012,0.0014,0.002,0.4418,0.6718,0.005,0.1048,0.1502,0.0066,0.0066,0.0022,0.0132,0.0006,0.0006,0.0138,0.0014,0.0012,0.0032,0.005,0.0542,0.0042,0.0044,0.237,0.424,0.0106,0.0004,0.4068,0.3292
Elato,0.9036,0.7838,0.001,0.0098,0.774,0.1624,0.0104,0.005,0.0004,0.0022,0.0014,0.0024,0.4796,0.6374,0.0018,0.1036,0.0392,0.0022,0.004,0.0014,0.0038,0.002,0.0006,0.0038,0.0012,0.002,0.0008,0.0046,0.0268,0.0058,0.0004,0.0436,0.4832,0.1838,0.0286,0.2204,0.2604
Faadhippolhu,0.8184,0.0338,0.4988,0.0278,0.6778,0.4434,0.0032,0.2582,0.0066,0.0222,0.1916,0.409,0.658,0.5344,0.1504,0.6372,0.044,0.001,0.0022,0.004,0.0126,0.008,0.008,0.0174,0.0528,0.008,0.0106,0.0128,0.0852,0.004,0.1034,0.386,0.5244,0.0064,0.0008,0.113,0.4682
Faafu,0.7412,0.0134,0.4642,0.0102,0.6538,0.331,0.0024,0.2418,0.0048,0.021,0.111,0.2774,0.5064,0.4756,0.1386,0.5104,0.0452,0.001,0.0014,0.0036,0.0112,0.0034,0.0104,0.0148,0.0394,0.0046,0.0054,0.0044,0.038,0.0032,0.0994,0.3448,0.3916,0.0074,0.0012,0.1022,0.3494
Faraulep,0.9762,0.9674,0.0034,0.0612,0.908,0.487,0.0354,0.016,0.0046,0.0058,0.0114,0.0126,0.8016,0.8232,0.0024,0.3612,0.0988,0.0062,0.0188,0.0018,0.0086,0.0054,0.0074,0.014,0.0048,0.0058,0.0034,0.0178,0.147,0.023,0.003,0.1308,0.7356,0.0786,0.006,0.372,0.6232
Felidhu,0.8234,0.0302,0.4818,0.0236,0.6458,0.4266,0.002,0.2466,0.0066,0.0264,0.1886,0.4164,0.6596,0.529,0.104,0.6424,0.0428,0.0008,0.0022,0.0032,0.0126,0.0094,0.0082,0.013,0.0484,0.008,0.0082,0.0108,0.062,0.0044,0.0962,0.3672,0.5268,0.0066,0.001,0.0806,0.4498
Gaafaru,0.7214,0.012,0.3864,0.0082,0.5758,0.3094,0.0016,0.1922,0.0034,0.028,0.1438,0.3158,0.538,0.4686,0.0618,0.527,0.0388,0.0014,0.0018,0.0032,0.006,0.005,0.0076,0.0106,0.0398,0.0062,0.0046,0.0046,0.0274,0.0034,0.075,0.2736,0.4412,0.0264,0.0028,0.0534,0.3336
Haddhunmathi,0.7324,0.0198,0.4932,0.0136,0.6742,0.3072,0.003,0.263,0.006,0.0206,0.112,0.2716,0.509,0.463,0.2238,0.487,0.046,0.0016,0.0012,0.0024,0.0138,0.0026,0.006,0.0236,0.0388,0.006,0.0048,0.0054,0.042,0.004,0.117,0.3708,0.3898,0.0084,0.0002,0.144,0.3468
Hikueru,0.9278,0.8262,0.0044,0.1098,0.8848,0.4482,0.1862,0.003,0.0024,0.0046,0.0022,0.0018,0.072,0.178,0.0072,0.134,0.323,0.0178,0.0076,0.0124,0.0174,0.0154,0.0142,0.0124,0.0124,0.0122,0.0218,0.0178,0.0426,0.0472,0.0226,0.2786,0.3548,0.4296,0.0274,0.6696,0.7308
Hiti,0.766,0.5264,0.0016,0.0246,0.8392,0.228,0.0972,0.0024,0.0012,0.0052,0.001,0.0002,0.0228,0.1398,0.0038,0.053,0.4086,0.0188,0.0038,0.013,0.0116,0.0056,0.0094,0.0018,0.005,0.0064,0.0116,0.008,0.0106,0.0182,0.0184,0.2104,0.1642,0.5448,0.0642,0.5388,0.4728
Huvadhu,0.7674,0.025,0.5344,0.0208,0.7114,0.3674,0.0068,0.3036,0.0074,0.0242,0.1236,0.2902,0.5272,0.5098,0.3618,0.4994,0.0534,0.0014,0.0014,0.0072,0.0164,0.006,0.007,0.0404,0.0454,0.005,0.0074,0.0076,0.0596,0.0038,0.135,0.4294,0.4014,0.005,0.0008,0.2194,0.3906
Ifalik,0.9708,0.9518,0.003,0.047,0.863,0.4048,0.03,0.012,0.0022,0.0034,0.0068,0.0062,0.7546,0.788,0.0028,0.2956,0.0708,0.0064,0.0112,0.0026,0.0066,0.0034,0.0036,0.011,0.0036,0.0036,0.0034,0.0126,0.119,0.0188,0.0002,0.1004,0.716,0.0822,0.0074,0.32,0.5582
Ihavandhippolu,0.84,0.0374,0.4712,0.0236,0.654,0.4634,0.0026,0.2276,0.0068,0.0284,0.2116,0.4376,0.6854,0.5436,0.1176,0.6538,0.0446,0.0014,0.0008,0.0042,0.0094,0.0088,0.0158,0.0148,0.0572,0.0086,0.011,0.0152,0.0796,0.0048,0.0954,0.352,0.5678,0.011,0.001,0.0988,0.4964
Kalpeni,0.9026,0.0804,0.5928,0.062,0.7464,0.6322,0.0032,0.3308,0.0108,0.0304,0.2956,0.604,0.8084,0.6672,0.1298,0.7998,0.0746,0.0016,0.0062,0.006,0.0148,0.0156,0.0312,0.0218,0.0716,0.015,0.0212,0.0166,0.1748,0.0096,0.1498,0.4818,0.663,0.005,0.0002,0.1066,0.6478
Katiu,0.8234,0.6644,0.0016,0.0502,0.8726,0.2472,0.1782,0.0016,0.0022,0.0042,0.0002,0.0004,0.0288,0.1212,0.0078,0.048,0.3646,0.0112,0.0038,0.01,0.0122,0.0062,0.007,0.0058,0.0058,0.0076,0.0154,0.0102,0.0162,0.0206,0.0236,0.2624,0.1788,0.313,0.0168,0.6384,0.5068
Kiltan,0.909,0.0668,0.5632,0.0562,0.723,0.6644,0.001,0.3086,0.012,0.0414,0.3088,0.6398,0.8272,0.6964,0.0662,0.8328,0.0888,0.0008,0.0082,0.0074,0.0108,0.0132,0.0524,0.0162,0.075,0.014,0.0192,0.018,0.1626,0.0104,0.1364,0.4462,0.6938,0.0076,0.0008,0.0866,0.6996
Kolhumadulu,0.7574,0.019,0.4564,0.0146,0.6308,0.3496,0.0012,0.2244,0.003,0.0226,0.1472,0.312,0.5572,0.4824,0.1662,0.5328,0.036,0.002,0.0012,0.0032,0.0066,0.007,0.008,0.022,0.0422,0.0046,0.0048,0.0094,0.0456,0.0024,0.1008,0.3374,0.4412,0.0112,0.0014,0.108,0.375
Kuop,0.6154,0.3924,0.001,0.0018,0.6326,0.0402,0.0154,0.0046,0.001,0.0062,0.0006,0.0004,0.117,0.5562,0.0022,0.0206,0.1114,0.0052,0.0018,0.0022,0.0014,0.0002,0.0016,0.004,0.0008,0.0002,0.0006,0.0004,0.0054,0.0008,0.0004,0.0352,0.1378,0.3346,0.0792,0.2906,0.0734
Lamotrek,0.956,0.9102,0.0016,0.0248,0.835,0.2902,0.0232,0.0076,0.0012,0.003,0.0044,0.0048,0.6684,0.719,0.0012,0.2008,0.0444,0.0034,0.0044,0.0016,0.0048,0.003,0.0018,0.0034,0.004,0.002,0.0012,0.0068,0.0624,0.0134,0.0014,0.0706,0.6526,0.139,0.0148,0.26,0.4296
Laualau,0.1524,0.0866,0.011,0.0002,0.4752,0.0088,0.0008,0.0662,0.0394,0.0084,0.0002,0.0038,0.0568,0.0926,0.0044,0.0276,0.054,0.0014,0.0008,0.0028,0.0054,0.0002,0.0004,0.034,0.0012,0.0008,0.0012,0.0006,0.0084,0.0,0.0076,0.2728,0.0316,0.1518,0.0164,0.2756,0.0486
Lib,0.9754,0.9716,0.0064,0.0678,0.9272,0.52,0.0402,0.0202,0.005,0.007,0.0114,0.0112,0.8146,0.8506,0.0014,0.3736,0.1552,0.0078,0.0206,0.0046,0.0124,0.0046,0.0108,0.0102,0.0032,0.0036,0.006,0.019,0.1574,0.035,0.0032,0.1726,0.7686,0.0704,0.006,0.3764,0.6814
Liot,0.1938,0.1424,0.013,0.0004,0.5334,0.0098,0.0006,0.0966,0.0504,0.0076,0.0006,0.0064,0.0862,0.1038,0.0052,0.0482,0.074,0.0004,0.0006,0.0036,0.0078,0.0002,0.0008,0.06,0.0006,0.0,0.0022,0.0002,0.0072,0.0002,0.0088,0.3264,0.0434,0.075,0.0048,0.2668,0.0636
Long_Reef,0.5972,0.652,0.0144,0.0052,0.5344,0.0962,0.0026,0.0724,0.0554,0.008,0.0024,0.044,0.3946,0.2644,0.0048,0.2392,0.0766,0.0018,0.003,0.0106,0.0062,0.0022,0.004,0.0164,0.0024,0.0014,0.0094,0.003,0.1132,0.0002,0.0074,0.3794,0.2326,0.1242,0.0228,0.4064,0.3376
Maalhosmadulu,0.7156,0.0132,0.4494,0.01,0.6328,0.2986,0.004,0.2412,0.0044,0.0208,0.1204,0.2712,0.4876,0.4682,0.1858,0.4702,0.0378,0.0016,0.0008,0.0046,0.0104,0.0032,0.0046,0.0142,0.0364,0.003,0.0064,0.005,0.0376,0.0018,0.097,0.3464,0.3896,0.008,0.0018,0.1294,0.3246
