atoll,region,species,nbirds
3.0,3.0,3.0,5.007341935066207
4.0,1.0,3.0,6.426004019003
5.0,4.0,3.0,5.399227704305242
6.0,3.0,3.0,4.937739141567427
8.0,3.0,3.0,5.842326803067582
11.0,4.0,3.0,6.438954605748359
13.0,3.0,3.0,2.141980273055491
14.0,4.0,3.0,5.981764977265319
15.0,4.0,3.0,5.8442137637144835
16.0,4.0,3.0,5.8383534197044
17.0,3.0,3.0,4.881052300107944
18.0,4.0,3.0,5.647186491108702
20.0,3.0,3.0,4.439868847069996
21.0,4.0,3.0,5.81591100564697
23.0,3.0,3.0,5.095813165616831
28.0,3.0,3.0,5.628623991904507
29.0,3.0,3.0,5.578730616909648
31.0,3.0,3.0,6.15956967143184
34.0,3.0,3.0,5.000270920289103
49.0,3.0,3.0,4.818143586160618
50.0,3.0,3.0,2.812367016865301
53.0,4.0,3.0,6.442946395245531
54.0,4.0,3.0,5.607402092446915
58.0,4.0,3.0,6.016387470977554
61.0,4.0,3.0,6.112758438703427
62.0,4.0,3.0,6.874546959078962
69.0,3.0,3.0,5.669624775181059
70.0,3.0,3.0,4.919895854889185
72.0,3.0,3.0,4.5397634416997965
74.0,4.0,3.0,5.56503620772434
75.0,4.0,3.0,5.806401724670748
81.0,3.0,3.0,4.83175416261221
82.0,3.0,3.0,6.023386514921842
83.0,3.0,3.0,5.115198324636356
87.0,3.0,3.0,5.574246728295702
90.0,3.0,3.0,3.6798689591128566
91.0,3.0,3.0,2.9047568059366498
93.0,3.0,3.0,4.973713840126157
94.0,3.0,3.0,4.373364433229443
100.0,4.0,3.0,5.893442597376403
101.0,4.0,3.0,5.7441156908269155
103.0,3.0,3.0,4.9621775523783604
104.0,4.0,3.0,5.490615736111705
107.0,4.0,3.0,6.530239825585635
108.0,4.0,3.0,5.899598453394848
109.0,4.0,3.0,5.331974653887333
112.0,3.0,3.0,4.7067672468848185
114.0,3.0,3.0,4.336862014693451
116.0,4.0,3.0,6.346873508011646
117.0,4.0,3.0,6.295296917617022
120.0,3.0,3.0,3.9670984019735878
123.0,3.0,3.0,5.610545281280619
126.0,4.0,3.0,6.369729205716346
127.0,4.0,3.0,6.250228859096796
128.0,3.0,3.0,3.1160295993199116
130.0,4.0,3.0,5.774497642358068
133.0,2.0,3.0,5.38986956303025
134.0,4.0,3.0,6.292685705614413
136.0,3.0,3.0,5.239386995793608
137.0,2.0,3.0,5.276455709661249
139.0,2.0,3.0,4.231268879538422
141.0,4.0,3.0,6.588306938016581
142.0,2.0,3.0,5.779501792653024
144.0,3.0,3.0,4.238435793468302
145.0,4.0,3.0,5.898420460179957
149.0,3.0,3.0,5.358846512060321
150.0,2.0,3.0,5.694918081188264
151.0,3.0,3.0,4.921063190587565
152.0,3.0,3.0,2.6077356822248836
153.0,4.0,3.0,7.453933416226569
155.0,4.0,3.0,6.349051822965372
156.0,3.0,3.0,4.1254693219207335
159.0,4.0,3.0,5.923756973607801
160.0,4.0,3.0,6.054118329650416
164.0,2.0,3.0,6.146227477474433
165.0,4.0,3.0,5.591774340392469
166.0,4.0,3.0,5.096175328022164
168.0,4.0,3.0,5.827149458322888
171.0,4.0,3.0,6.0196516590472084
175.0,3.0,3.0,5.259959264304112
176.0,3.0,3.0,5.243474520519146
182.0,3.0,3.0,3.7204967919973146
183.0,3.0,3.0,3.090102218217859
187.0,1.0,3.0,6.361465091712562
189.0,3.0,3.0,5.526112262694982
192.0,4.0,3.0,5.604474113731421
194.0,4.0,3.0,5.470043511651153
195.0,4.0,3.0,5.849999608070146
198.0,3.0,3.0,4.1975972833151385
199.0,4.0,3.0,6.828930361843502
201.0,4.0,3.0,7.229460210681206
205.0,4.0,3.0,7.020997760737092
206.0,4.0,3.0,4.913177591670397
208.0,4.0,3.0,5.234515277572761
209.0,4.0,3.0,6.888906845100664
211.0,4.0,3.0,5.11788777955026
212.0,4.0,3.0,6.2492993141152855
213.0,3.0,3.0,5.384281023849893
214.0,3.0,3.0,5.602905269471836
215.0,3.0,3.0,5.181245118364865
218.0,4.0,3.0,6.725597637700034
219.0,4.0,3.0,5.502241898301822
220.0,4.0,3.0,6.0733521269065625
221.0,2.0,3.0,6.759132888080923
224.0,3.0,3.0,5.50747906801344
225.0,3.0,3.0,5.117412743704128
3.0,3.0,2.0,7.312960918323245
5.0,4.0,2.0,5.1124592997067655
6.0,3.0,2.0,6.916515890560384
8.0,3.0,2.0,7.350863591184606
14.0,4.0,2.0,5.716537939321437
15.0,4.0,2.0,5.6081624296659385
16.0,4.0,2.0,5.6030363483764765
17.0,3.0,2.0,7.350360700669509
18.0,4.0,2.0,5.42072506027
20.0,3.0,2.0,6.0424305647974395
21.0,4.0,2.0,5.541960931133686
23.0,3.0,2.0,6.670890621514443
26.0,2.0,2.0,7.587624225058442
