"","longitude","latitude","precip_anom"
"2033",71.25,48.75,0.00999999977648258
"2034",71.25,46.25,0.0599999986588955
"2035",71.25,43.75,0.139999996870756
"2036",71.25,41.25,0.30999999307096
"2037",71.25,38.75,0.259999994188547
"2038",71.25,36.25,0.199999995529652
"2039",71.25,33.75,0.379999991506338
"2040",71.25,31.25,0.159999996423721
"2041",71.25,28.75,0.169999996200204
"2042",71.25,26.25,0.0799999982118607
"2043",71.25,23.75,-0.0199999995529652
"2044",71.25,21.25,0.0399999991059303
"2045",71.25,18.75,-0.26999999396503
"2046",71.25,16.25,-0.439999990165234
"2047",71.25,13.75,-0.92999997921288
"2048",71.25,11.25,-0.859999980777502
"2049",71.25,8.75,-0.439999990165234
"2050",71.25,6.25,0.109999997541308
"2051",71.25,3.75,0.709999984130263
"2052",71.25,1.25,0.939999978989363
"2053",71.25,-1.25,1.10999997518957
"2054",71.25,-3.75,0.239999994635582
"2055",71.25,-6.25,0.0199999995529652
"2056",71.25,-8.75,0.219999995082617
"2057",71.25,-11.25,0.409999990835786
"2058",71.25,-13.75,0.419999990612268
"2059",71.25,-16.25,0.649999985471368
"2060",71.25,-18.75,0.699999984353781
"2061",71.25,-21.25,0.819999981671572
"2062",71.25,-23.75,0.749999983236194
"2063",71.25,-26.25,0.689999984577298
"2064",71.25,-28.75,0.549999987706542
"2065",71.25,-31.25,0.239999994635582
"2066",71.25,-33.75,0.0399999991059303
"2067",71.25,-36.25,0.139999996870756
"2068",71.25,-38.75,-0.0299999993294477
"2069",71.25,-41.25,0.0399999991059303
"2070",71.25,-43.75,0
"2071",71.25,-46.25,0.219999995082617
"2072",71.25,-48.75,0.00999999977648258
"2073",71.25,-51.25,0
"2074",71.25,-53.75,-0.0299999993294477
"2075",71.25,-56.25,-0.109999997541308
"2076",71.25,-58.75,-0.129999997094274
"2077",71.25,-61.25,-0.0899999979883432
"2078",71.25,-63.75,-0.169999996200204
"2079",71.25,-66.25,-0.119999997317791
"2080",71.25,-68.75,-0.129999997094274
"2081",71.25,-71.25,-0.119999997317791
"2082",71.25,-73.75,-0.0599999986588955
"2083",71.25,-76.25,-0.0199999995529652
"2084",71.25,-78.75,0
"2085",71.25,-81.25,0
"2086",71.25,-83.75,0.00999999977648258
"2087",71.25,-86.25,0
"2088",71.25,-88.75,NA
"2089",73.75,88.75,NA
"2090",73.75,86.25,NA
"2091",73.75,83.75,NA
"2092",73.75,81.25,NA
"2093",73.75,78.75,NA
"2094",73.75,76.25,NA
"2095",73.75,73.75,NA
"2096",73.75,71.25,-0.0499999988824129
"2097",73.75,68.75,-0.0699999984353781
"2098",73.75,66.25,0.0799999982118607
"2099",73.75,63.75,0.0599999986588955
"2100",73.75,61.25,0.0399999991059303
"2101",73.75,58.75,0.0899999979883432
"2102",73.75,56.25,0.209999995306134
"2103",73.75,53.75,0.129999997094274
"2104",73.75,51.25,0.0399999991059303
"2105",73.75,48.75,0
"2106",73.75,46.25,0.0299999993294477
"2107",73.75,43.75,0.109999997541308
"2108",73.75,41.25,0.189999995753169
"2109",73.75,38.75,0.0699999984353781
"2110",73.75,36.25,0.199999995529652
"2111",73.75,33.75,0.30999999307096
"2112",73.75,31.25,0.249999994412065
"2113",73.75,28.75,0.219999995082617
"2114",73.75,26.25,0.189999995753169
"2115",73.75,23.75,0.259999994188547
"2116",73.75,21.25,0.0199999995529652
"2117",73.75,18.75,-0.0199999995529652
"2118",73.75,16.25,0
"2119",73.75,13.75,-0.279999993741512
"2120",73.75,11.25,-0.61999998614192
"2121",73.75,8.75,-0.409999990835786
"2122",73.75,6.25,0.319999992847443
"2123",73.75,3.75,0.749999983236194
"2124",73.75,1.25,1.01999997720122
"2125",73.75,-1.25,1.02999997697771
"2126",73.75,-3.75,0.239999994635582
"2127",73.75,-6.25,-0.259999994188547
"2128",73.75,-8.75,-0.219999995082617
"2129",73.75,-11.25,0.34999999217689
"2130",73.75,-13.75,0.489999989047647
"2131",73.75,-16.25,0.679999984800816
"2132",73.75,-18.75,0.809999981895089
"2133",73.75,-21.25,0.749999983236194
"2134",73.75,-23.75,0.769999982789159
"2135",73.75,-26.25,0.679999984800816
"2136",73.75,-28.75,0.519999988377094
"2137",73.75,-31.25,0.339999992400408
"2138",73.75,-33.75,0.119999997317791
"2139",73.75,-36.25,0
"2140",73.75,-38.75,-0.159999996423721
"2141",73.75,-41.25,0.179999995976686
"2142",73.75,-43.75,0.0499999988824129
"2143",73.75,-46.25,0.129999997094274
"2144",73.75,-48.75,0.0599999986588955
"2145",73.75,-51.25,0.0299999993294477
"2146",73.75,-53.75,-0.0799999982118607
"2147",73.75,-56.25,-0.0999999977648258
"2148",73.75,-58.75,-0.0899999979883432
"2149",73.75,-61.25,-0.0899999979883432
"2150",73.75,-63.75,-0.159999996423721
"2151",73.75,-66.25,-0.149999996647239
"2152",73.75,-68.75,-0.149999996647239
"2153",73.75,-71.25,-0.129999997094274
"2154",73.75,-73.75,-0.0699999984353781
"2155",73.75,-76.25,-0.0199999995529652
"2156",73.75,-78.75,0
"2157",73.75,-81.25,0
"2158",73.75,-83.75,0.00999999977648258
"2159",73.75,-86.25,0
"2160",73.75,-88.75,NA
"2161",76.25,88.75,NA
"2162",76.25,86.25,NA
"2163",76.25,83.75,NA
"2164",76.25,81.25,NA
"2165",76.25,78.75,NA
"2166",76.25,76.25,NA
"2167",76.25,73.75,NA
"2168",76.25,71.25,NA
"2169",76.25,68.75,NA
"2170",76.25,66.25,0.0499999988824129
"2171",76.25,63.75,0.00999999977648258
"2172",76.25,61.25,0.0399999991059303
"2173",76.25,58.75,0.0799999982118607
"2174",76.25,56.25,0.149999996647239
"2175",76.25,53.75,0.139999996870756
"2176",76.25,51.25,0
"2177",76.25,48.75,-0.0199999995529652
"2178",76.25,46.25,0.0399999991059303
"2179",76.25,43.75,0.0399999991059303
"2180",76.25,41.25,0.0499999988824129
"2181",76.25,38.75,0.0299999993294477
"2182",76.25,36.25,0.0999999977648258
"2183",76.25,33.75,0.129999997094274
"2184",76.25,31.25,0.139999996870756
"2185",76.25,28.75,0.0199999995529652
"2186",76.25,26.25,0.179999995976686
"2187",76.25,23.75,0.279999993741512
"2188",76.25,21.25,0.0599999986588955
"2189",76.25,18.75,-0.0899999979883432
"2190",76.25,16.25,-0.00999999977648258
"2191",76.25,13.75,0.229999994859099
"2192",76.25,11.25,0.219999995082617
"2193",76.25,8.75,0.319999992847443
"2194",76.25,6.25,0.489999989047647
"2195",76.25,3.75,0.729999983683228
"2196",76.25,1.25,0.879999980330467
"2197",76.25,-1.25,0.789999982342124
"2198",76.25,-3.75,0.469999989494681
"2199",76.25,-6.25,-0.189999995753169
"2200",76.25,-8.75,-0.439999990165234
"2201",76.25,-11.25,0.0799999982118607
"2202",76.25,-13.75,0.459999989718199
"2203",76.25,-16.25,0.569999987259507
"2204",76.25,-18.75,0.829999981448054
"2205",76.25,-21.25,0.809999981895089
"2206",76.25,-23.75,0.799999982118607
"2207",76.25,-26.25,0.669999985024333
"2208",76.25,-28.75,0.509999988600612
"2209",76.25,-31.25,0.339999992400408
"2210",76.25,-33.75,0.319999992847443
"2211",76.25,-36.25,0.119999997317791
"2212",76.25,-38.75,-0.129999997094274
"2213",76.25,-41.25,-0.0299999993294477
"2214",76.25,-43.75,0.0899999979883432
"2215",76.25,-46.25,0.119999997317791
"2216",76.25,-48.75,0.129999997094274
"2217",76.25,-51.25,0.0799999982118607
"2218",76.25,-53.75,-0.00999999977648258
"2219",76.25,-56.25,-0.0199999995529652
"2220",76.25,-58.75,-0.0399999991059303
"2221",76.25,-61.25,-0.00999999977648258
"2222",76.25,-63.75,-0.149999996647239
"2223",76.25,-66.25,-0.159999996423721
"2224",76.25,-68.75,-0.179999995976686
"2225",76.25,-71.25,-0.0999999977648258
"2226",76.25,-73.75,-0.0399999991059303
"2227",76.25,-76.25,-0.0199999995529652
"2228",76.25,-78.75,0
"2229",76.25,-81.25,0
"2230",76.25,-83.75,0.0199999995529652
"2231",76.25,-86.25,0
"2232",76.25,-88.75,NA
"2233",78.75,88.75,NA
"2234",78.75,86.25,NA
"2235",78.75,83.75,NA
"2236",78.75,81.25,NA
"2237",78.75,78.75,NA
"2238",78.75,76.25,NA
"2239",78.75,73.75,NA
"2240",78.75,71.25,NA
"2241",78.75,68.75,NA
"2242",78.75,66.25,0.159999996423721
"2243",78.75,63.75,0.0499999988824129
"2244",78.75,61.25,0.0399999991059303
"2245",78.75,58.75,0.0299999993294477
"2246",78.75,56.25,0.139999996870756
"2247",78.75,53.75,0.109999997541308
"2248",78.75,51.25,0.0399999991059303
"2249",78.75,48.75,-0.00999999977648258
"2250",78.75,46.25,0.0599999986588955
"2251",78.75,43.75,0
"2252",78.75,41.25,0
"2253",78.75,38.75,0
"2254",78.75,36.25,0.0199999995529652
"2255",78.75,33.75,0.109999997541308
"2256",78.75,31.25,-0.0199999995529652
"2257",78.75,28.75,-0.159999996423721
"2258",78.75,26.25,-0.0399999991059303
"2259",78.75,23.75,0.289999993517995
"2260",78.75,21.25,0.00999999977648258
"2261",78.75,18.75,-0.399999991059303
"2262",78.75,16.25,-0.209999995306134
"2263",78.75,13.75,-0.139999996870756
"2264",78.75,11.25,-0.159999996423721
"2265",78.75,8.75,0.129999997094274
"2266",78.75,6.25,0.159999996423721
"2267",78.75,3.75,0.509999988600612
"2268",78.75,1.25,0.65999998524785
"2269",78.75,-1.25,0.919999979436398
"2270",78.75,-3.75,0.399999991059303
"2271",78.75,-6.25,-0.829999981448054
"2272",78.75,-8.75,-0.869999980553985
"2273",78.75,-11.25,0.0199999995529652
"2274",78.75,-13.75,0.429999990388751
"2275",78.75,-16.25,0.599999986588955
"2276",78.75,-18.75,0.559999987483025
"2277",78.75,-21.25,0.769999982789159
"2278",78.75,-23.75,0.879999980330467
"2279",78.75,-26.25,0.709999984130263
"2280",78.75,-28.75,0.569999987259507
"2281",78.75,-31.25,0.449999989941716
"2282",78.75,-33.75,0.26999999396503
"2283",78.75,-36.25,0.139999996870756
"2284",78.75,-38.75,-0.149999996647239
"2285",78.75,-41.25,-0.0499999988824129
"2286",78.75,-43.75,0.00999999977648258
"2287",78.75,-46.25,0.0899999979883432
"2288",78.75,-48.75,0.0499999988824129
"2289",78.75,-51.25,0.0799999982118607
"2290",78.75,-53.75,0.0699999984353781
"2291",78.75,-56.25,0.00999999977648258
"2292",78.75,-58.75,0.00999999977648258
"2293",78.75,-61.25,-0.0199999995529652
"2294",78.75,-63.75,-0.159999996423721
"2295",78.75,-66.25,-0.169999996200204
"2296",78.75,-68.75,-0.219999995082617
"2297",78.75,-71.25,-0.0899999979883432
"2298",78.75,-73.75,-0.0399999991059303
"2299",78.75,-76.25,-0.0199999995529652
"2300",78.75,-78.75,0
"2301",78.75,-81.25,0
"2302",78.75,-83.75,0.0199999995529652
"2303",78.75,-86.25,0.00999999977648258
"2304",78.75,-88.75,NA
"2305",81.25,88.75,NA
"2306",81.25,86.25,NA
"2307",81.25,83.75,NA
"2308",81.25,81.25,NA
"2309",81.25,78.75,NA
"2310",81.25,76.25,NA
"2311",81.25,73.75,-0.0699999984353781
"2312",81.25,71.25,NA
"2313",81.25,68.75,NA
"2314",81.25,66.25,0.179999995976686
"2315",81.25,63.75,0.119999997317791
"2316",81.25,61.25,0.0399999991059303
"2317",81.25,58.75,-0.00999999977648258
"2318",81.25,56.25,0.0799999982118607
"2319",81.25,53.75,0.0399999991059303
"2320",81.25,51.25,0.0899999979883432
"2321",81.25,48.75,0.0899999979883432
"2322",81.25,46.25,0.0299999993294477
"2323",81.25,43.75,-0.0599999986588955
"2324",81.25,41.25,-0.0199999995529652
"2325",81.25,38.75,-0.00999999977648258
"2326",81.25,36.25,0.00999999977648258
"2327",81.25,33.75,0.0399999991059303
"2328",81.25,31.25,0.119999997317791
"2329",81.25,28.75,-0.129999997094274
"2330",81.25,26.25,-0.179999995976686
"2331",81.25,23.75,0.239999994635582
"2332",81.25,21.25,0.0999999977648258
"2333",81.25,18.75,-0.259999994188547
"2334",81.25,16.25,0
"2335",81.25,13.75,0.179999995976686
"2336",81.25,11.25,-0.289999993517995
"2337",81.25,8.75,-0.129999997094274
"2338",81.25,6.25,0.249999994412065
"2339",81.25,3.75,0.379999991506338
"2340",81.25,1.25,0.629999985918403
"2341",81.25,-1.25,0.639999985694885
"2342",81.25,-3.75,0.109999997541308
"2343",81.25,-6.25,-0.999999977648258
"2344",81.25,-8.75,-1.11999997496605
"2345",81.25,-11.25,-0.65999998524785
"2346",81.25,-13.75,0
"2347",81.25,-16.25,0.589999986812472
"2348",81.25,-18.75,0.569999987259507
"2349",81.25,-21.25,0.729999983683228
"2350",81.25,-23.75,0.839999981224537
"2351",81.25,-26.25,0.749999983236194
"2352",81.25,-28.75,0.529999988153577
"2353",81.25,-31.25,0.389999991282821
"2354",81.25,-33.75,0.219999995082617
"2355",81.25,-36.25,0.0899999979883432
"2356",81.25,-38.75,-0.139999996870756
"2357",81.25,-41.25,0.0599999986588955
"2358",81.25,-43.75,-0.109999997541308
"2359",81.25,-46.25,0.00999999977648258
"2360",81.25,-48.75,0.0999999977648258
"2361",81.25,-51.25,0.0599999986588955
"2362",81.25,-53.75,0.0699999984353781
"2363",81.25,-56.25,0.0699999984353781
"2364",81.25,-58.75,-0.0599999986588955
"2365",81.25,-61.25,-0.0699999984353781
"2366",81.25,-63.75,-0.199999995529652
"2367",81.25,-66.25,-0.189999995753169
"2368",81.25,-68.75,-0.139999996870756
"2369",81.25,-71.25,-0.0499999988824129
"2370",81.25,-73.75,-0.0299999993294477
"2371",81.25,-76.25,-0.00999999977648258
"2372",81.25,-78.75,0
"2373",81.25,-81.25,-0.00999999977648258
"2374",81.25,-83.75,0
"2375",81.25,-86.25,NA
"2376",81.25,-88.75,NA
"2377",83.75,88.75,NA
"2378",83.75,86.25,NA
"2379",83.75,83.75,NA
"2380",83.75,81.25,NA
"2381",83.75,78.75,NA
"2382",83.75,76.25,NA
"2383",83.75,73.75,NA
"2384",83.75,71.25,0
"2385",83.75,68.75,0.219999995082617
"2386",83.75,66.25,0.189999995753169
"2387",83.75,63.75,0.159999996423721
"2388",83.75,61.25,0.0499999988824129
"2389",83.75,58.75,0.0399999991059303
"2390",83.75,56.25,0.0399999991059303
"2391",83.75,53.75,0.0199999995529652
"2392",83.75,51.25,-0.00999999977648258
"2393",83.75,48.75,0.0199999995529652
"2394",83.75,46.25,-0.0199999995529652
"2395",83.75,43.75,-0.0199999995529652
"2396",83.75,41.25,-0.00999999977648258
"2397",83.75,38.75,-0.0299999993294477
"2398",83.75,36.25,0
"2399",83.75,33.75,0.0299999993294477
"2400",83.75,31.25,-0.00999999977648258
"2401",83.75,28.75,0.0799999982118607
"2402",83.75,26.25,-0.109999997541308
"2403",83.75,23.75,0.0699999984353781
"2404",83.75,21.25,0.0599999986588955
"2405",83.75,18.75,-0.179999995976686
"2406",83.75,16.25,-0.469999989494681
"2407",83.75,13.75,-0.439999990165234
"2408",83.75,11.25,-0.469999989494681
"2409",83.75,8.75,-0.789999982342124
"2410",83.75,6.25,-0.259999994188547
"2411",83.75,3.75,-0.0299999993294477
"2412",83.75,1.25,0.399999991059303
"2413",83.75,-1.25,0.119999997317791
"2414",83.75,-3.75,-0.399999991059303
"2415",83.75,-6.25,-1.72999996133149
"2416",83.75,-8.75,-1.87999995797873
"2417",83.75,-11.25,-0.839999981224537
"2418",83.75,-13.75,-0.389999991282821
"2419",83.75,-16.25,0.26999999396503
"2420",83.75,-18.75,0.459999989718199
"2421",83.75,-21.25,0.709999984130263
"2422",83.75,-23.75,0.799999982118607
"2423",83.75,-26.25,0.589999986812472
"2424",83.75,-28.75,0.409999990835786
"2425",83.75,-31.25,0.369999991729856
"2426",83.75,-33.75,0.34999999217689
"2427",83.75,-36.25,0.149999996647239
"2428",83.75,-38.75,-0.0899999979883432
"2429",83.75,-41.25,0.0799999982118607
"2430",83.75,-43.75,0
"2431",83.75,-46.25,0.0299999993294477
"2432",83.75,-48.75,-0.00999999977648258
"2433",83.75,-51.25,0.0699999984353781
"2434",83.75,-53.75,0.0799999982118607
"2435",83.75,-56.25,0.0799999982118607
"2436",83.75,-58.75,-0.0699999984353781
"2437",83.75,-61.25,-0.119999997317791
"2438",83.75,-63.75,-0.209999995306134
"2439",83.75,-66.25,-0.179999995976686
"2440",83.75,-68.75,-0.119999997317791
"2441",83.75,-71.25,-0.0499999988824129
"2442",83.75,-73.75,-0.0199999995529652
"2443",83.75,-76.25,-0.00999999977648258
"2444",83.75,-78.75,-0.00999999977648258
"2445",83.75,-81.25,-0.00999999977648258
"2446",83.75,-83.75,0
"2447",83.75,-86.25,NA
"2448",83.75,-88.75,NA
"2449",86.25,88.75,NA
"2450",86.25,86.25,NA
"2451",86.25,83.75,NA
"2452",86.25,81.25,NA
"2453",86.25,78.75,NA
"2454",86.25,76.25,NA
"2455",86.25,73.75,NA
"2456",86.25,71.25,NA
"2457",86.25,68.75,0.259999994188547
"2458",86.25,66.25,0.249999994412065
"2459",86.25,63.75,0.189999995753169
"2460",86.25,61.25,0.0899999979883432
"2461",86.25,58.75,0.0399999991059303
"2462",86.25,56.25,0.0899999979883432
"2463",86.25,53.75,-0.00999999977648258
"2464",86.25,51.25,-0.0499999988824129
"2465",86.25,48.75,0.0399999991059303
"2466",86.25,46.25,-0.0499999988824129
"2467",86.25,43.75,-0.0999999977648258
"2468",86.25,41.25,-0.0299999993294477
"2469",86.25,38.75,-0.0599999986588955
"2470",86.25,36.25,-0.00999999977648258
"2471",86.25,33.75,0.0399999991059303
"2472",86.25,31.25,-0.0599999986588955
"2473",86.25,28.75,-0.00999999977648258
"2474",86.25,26.25,0.109999997541308
"2475",86.25,23.75,-0.199999995529652
"2476",86.25,21.25,-0.26999999396503
"2477",86.25,18.75,-0.159999996423721
"2478",86.25,16.25,-0.949999978765845
"2479",86.25,13.75,-1.18999997340143
"2480",86.25,11.25,-1.06999997608364
"2481",86.25,8.75,-0.909999979659915
"2482",86.25,6.25,-0.729999983683228
"2483",86.25,3.75,-0.0599999986588955
"2484",86.25,1.25,-0.0499999988824129
"2485",86.25,-1.25,-0.549999987706542
"2486",86.25,-3.75,-1.34999996982515
"2487",86.25,-6.25,-1.91999995708466
"2488",86.25,-8.75,-1.97999995574355
"2489",86.25,-11.25,-1.27999997138977
"2490",86.25,-13.75,-0.649999985471368
"2491",86.25,-16.25,0
"2492",86.25,-18.75,0.299999993294477
"2493",86.25,-21.25,0.519999988377094
"2494",86.25,-23.75,0.469999989494681
"2495",86.25,-26.25,0.369999991729856
"2496",86.25,-28.75,0.26999999396503
"2497",86.25,-31.25,0.169999996200204
"2498",86.25,-33.75,0.289999993517995
"2499",86.25,-36.25,0.30999999307096
"2500",86.25,-38.75,0.0199999995529652
"2501",86.25,-41.25,0.0399999991059303
"2502",86.25,-43.75,-0.0799999982118607
"2503",86.25,-46.25,-0.139999996870756
"2504",86.25,-48.75,-0.0999999977648258
"2505",86.25,-51.25,0.0299999993294477
"2506",86.25,-53.75,0.0499999988824129
"2507",86.25,-56.25,0.0599999986588955
"2508",86.25,-58.75,-0.0599999986588955
"2509",86.25,-61.25,-0.109999997541308
"2510",86.25,-63.75,-0.219999995082617
"2511",86.25,-66.25,-0.149999996647239
"2512",86.25,-68.75,-0.0999999977648258
"2513",86.25,-71.25,-0.0399999991059303
"2514",86.25,-73.75,-0.0199999995529652
"2515",86.25,-76.25,0
"2516",86.25,-78.75,0
"2517",86.25,-81.25,0
"2518",86.25,-83.75,0
"2519",86.25,-86.25,NA
"2520",86.25,-88.75,NA
"2521",88.75,88.75,NA
"2522",88.75,86.25,NA
"2523",88.75,83.75,NA
"2524",88.75,81.25,NA
"2525",88.75,78.75,NA
"2526",88.75,76.25,NA
"2527",88.75,73.75,NA
"2528",88.75,71.25,NA
"2529",88.75,68.75,0.239999994635582
"2530",88.75,66.25,0.259999994188547
"2531",88.75,63.75,0.259999994188547
"2532",88.75,61.25,0.0999999977648258
"2533",88.75,58.75,0.119999997317791
"2534",88.75,56.25,0.139999996870756
"2535",88.75,53.75,0.00999999977648258
"2536",88.75,51.25,-0.0499999988824129
"2537",88.75,48.75,0.00999999977648258
"2538",88.75,46.25,-0.0599999986588955
"2539",88.75,43.75,-0.0799999982118607
"2540",88.75,41.25,-0.0199999995529652
"2541",88.75,38.75,-0.0699999984353781
"2542",88.75,36.25,-0.00999999977648258
"2543",88.75,33.75,0.0699999984353781
"2544",88.75,31.25,-0.0599999986588955
"2545",88.75,28.75,-0.129999997094274
"2546",88.75,26.25,-0.329999992623925
"2547",88.75,23.75,-0.499999988824129
"2548",88.75,21.25,-0.469999989494681
"2549",88.75,18.75,-0.65999998524785
"2550",88.75,16.25,-1.00999997742474
"2551",88.75,13.75,-1.30999997071922
"2552",88.75,11.25,-1.3799999691546
"2553",88.75,8.75,-1.3199999704957
"2554",88.75,6.25,-1.16999997384846
"2555",88.75,3.75,-0.569999987259507
"2556",88.75,1.25,-0.489999989047647
"2557",88.75,-1.25,-0.819999981671572
"2558",88.75,-3.75,-1.44999996758997
"2559",88.75,-6.25,-1.82999995909631
"2560",88.75,-8.75,-2.16999995149672
"2561",88.75,-11.25,-1.57999996468425
"2562",88.75,-13.75,-0.639999985694885
"2563",88.75,-16.25,-0.139999996870756
"2564",88.75,-18.75,0.189999995753169
"2565",88.75,-21.25,0.379999991506338
"2566",88.75,-23.75,0.399999991059303
"2567",88.75,-26.25,0.389999991282821
"2568",88.75,-28.75,0.319999992847443
"2569",88.75,-31.25,0.159999996423721
"2570",88.75,-33.75,0.199999995529652
"2571",88.75,-36.25,0.259999994188547
"2572",88.75,-38.75,0.0999999977648258
"2573",88.75,-41.25,-0.0999999977648258
"2574",88.75,-43.75,0.0599999986588955
"2575",88.75,-46.25,-0.109999997541308
"2576",88.75,-48.75,-0.109999997541308
"2577",88.75,-51.25,0
"2578",88.75,-53.75,0.0199999995529652
"2579",88.75,-56.25,0.0399999991059303
"2580",88.75,-58.75,-0.0599999986588955
"2581",88.75,-61.25,-0.139999996870756
"2582",88.75,-63.75,-0.179999995976686
"2583",88.75,-66.25,-0.129999997094274
"2584",88.75,-68.75,-0.0899999979883432
"2585",88.75,-71.25,-0.0499999988824129
"2586",88.75,-73.75,-0.0199999995529652
"2587",88.75,-76.25,-0.00999999977648258
"2588",88.75,-78.75,0
"2589",88.75,-81.25,0
"2590",88.75,-83.75,0
"2591",88.75,-86.25,NA
"2592",88.75,-88.75,NA
"2593",91.25,88.75,NA
"2594",91.25,86.25,NA
"2595",91.25,83.75,NA
"2596",91.25,81.25,NA
"2597",91.25,78.75,0.0599999986588955
"2598",91.25,76.25,NA
"2599",91.25,73.75,NA
"2600",91.25,71.25,NA
"2601",91.25,68.75,0.229999994859099
"2602",91.25,66.25,0.219999995082617
"2603",91.25,63.75,0.199999995529652
"2604",91.25,61.25,0.0999999977648258
"2605",91.25,58.75,0.00999999977648258
"2606",91.25,56.25,0.0399999991059303
"2607",91.25,53.75,-0.0399999991059303
"2608",91.25,51.25,-0.0699999984353781
"2609",91.25,48.75,0.00999999977648258
"2610",91.25,46.25,-0.00999999977648258
"2611",91.25,43.75,-0.0299999993294477
"2612",91.25,41.25,-0.0199999995529652
"2613",91.25,38.75,-0.0299999993294477
"2614",91.25,36.25,-0.0199999995529652
"2615",91.25,33.75,0
"2616",91.25,31.25,-0.129999997094274
"2617",91.25,28.75,-0.149999996647239
"2618",91.25,26.25,-0.569999987259507
"2619",91.25,23.75,-0.489999989047647
"2620",91.25,21.25,-0.699999984353781
"2621",91.25,18.75,-0.869999980553985
"2622",91.25,16.25,-1.01999997720122
"2623",91.25,13.75,-1.34999996982515
"2624",91.25,11.25,-1.52999996580184
"2625",91.25,8.75,-1.93999995663762
"2626",91.25,6.25,-1.75999996066093
"2627",91.25,3.75,-0.869999980553985
"2628",91.25,1.25,-0.699999984353781
"2629",91.25,-1.25,-0.999999977648258
"2630",91.25,-3.75,-1.63999996334314
"2631",91.25,-6.25,-2.31999994814396
"2632",91.25,-8.75,-2.48999994434416
"2633",91.25,-11.25,-1.85999995842576
"2634",91.25,-13.75,-1.0899999756366
"2635",91.25,-16.25,-0.369999991729856
"2636",91.25,-18.75,0.129999997094274
"2637",91.25,-21.25,0.439999990165234
"2638",91.25,-23.75,0.329999992623925
"2639",91.25,-26.25,0.399999991059303
"2640",91.25,-28.75,0.319999992847443
"2641",91.25,-31.25,0.199999995529652
"2642",91.25,-33.75,0.179999995976686
"2643",91.25,-36.25,0.199999995529652
"2644",91.25,-38.75,0.219999995082617
"2645",91.25,-41.25,0.109999997541308
"2646",91.25,-43.75,-0.0499999988824129
"2647",91.25,-46.25,-0.0899999979883432
"2648",91.25,-48.75,-0.0399999991059303
"2649",91.25,-51.25,0.0499999988824129
"2650",91.25,-53.75,0
"2651",91.25,-56.25,0.0499999988824129
"2652",91.25,-58.75,-0.0599999986588955
"2653",91.25,-61.25,-0.109999997541308
"2654",91.25,-63.75,-0.109999997541308
"2655",91.25,-66.25,-0.199999995529652
"2656",91.25,-68.75,-0.109999997541308
"2657",91.25,-71.25,-0.0299999993294477
"2658",91.25,-73.75,-0.0199999995529652
"2659",91.25,-76.25,-0.00999999977648258
"2660",91.25,-78.75,-0.0199999995529652
"2661",91.25,-81.25,0
"2662",91.25,-83.75,0.00999999977648258
"2663",91.25,-86.25,NA
"2664",91.25,-88.75,NA
"2665",93.75,88.75,NA
"2666",93.75,86.25,NA
"2667",93.75,83.75,NA
"2668",93.75,81.25,NA
"2669",93.75,78.75,NA
"2670",93.75,76.25,NA
"2671",93.75,73.75,NA
"2672",93.75,71.25,-0.0299999993294477
"2673",93.75,68.75,0.159999996423721
"2674",93.75,66.25,0.169999996200204
"2675",93.75,63.75,0.149999996647239
"2676",93.75,61.25,0.109999997541308
"2677",93.75,58.75,0
"2678",93.75,56.25,0.0299999993294477
"2679",93.75,53.75,0.149999996647239
"2680",93.75,51.25,0.0199999995529652
"2681",93.75,48.75,0
"2682",93.75,46.25,0
"2683",93.75,43.75,-0.0199999995529652
"2684",93.75,41.25,0
"2685",93.75,38.75,-0.0199999995529652
"2686",93.75,36.25,-0.00999999977648258
"2687",93.75,33.75,-0.0399999991059303
"2688",93.75,31.25,-0.199999995529652
"2689",93.75,28.75,-0.149999996647239
"2690",93.75,26.25,-0.629999985918403
"2691",93.75,23.75,-0.65999998524785
"2692",93.75,21.25,0.00999999977648258
"2693",93.75,18.75,-0.239999994635582
"2694",93.75,16.25,-0.509999988600612
"2695",93.75,13.75,-0.989999977871776
"2696",93.75,11.25,-1.50999996624887
"2697",93.75,8.75,-1.9499999564141
"2698",93.75,6.25,-1.5499999653548
"2699",93.75,3.75,-1.01999997720122
"2700",93.75,1.25,-1.04999997653067
"2701",93.75,-1.25,-1.49999996647239
"2702",93.75,-3.75,-2.25999994948506
"2703",93.75,-6.25,-2.80999993719161
"2704",93.75,-8.75,-2.71999993920326
"2705",93.75,-11.25,-1.90999995730817
"2706",93.75,-13.75,-1.16999997384846
"2707",93.75,-16.25,-0.439999990165234
"2708",93.75,-18.75,0.0199999995529652
"2709",93.75,-21.25,0.419999990612268
"2710",93.75,-23.75,0.329999992623925
"2711",93.75,-26.25,0.399999991059303
"2712",93.75,-28.75,0.379999991506338
"2713",93.75,-31.25,0.189999995753169
"2714",93.75,-33.75,0.109999997541308
"2715",93.75,-36.25,0.139999996870756
"2716",93.75,-38.75,0.119999997317791
"2717",93.75,-41.25,0.219999995082617
"2718",93.75,-43.75,0.0799999982118607
"2719",93.75,-46.25,-0.149999996647239
"2720",93.75,-48.75,0.0399999991059303
"2721",93.75,-51.25,0.0799999982118607
"2722",93.75,-53.75,0.0199999995529652
"2723",93.75,-56.25,-0.0299999993294477
