atoll,species,mean,lower,upper
Tarawa,Sterna_sumatrana,377.90376571378914,2.7876206388538867,1275.0037520428693
Tongareva,Sterna_sumatrana,408.42151799551834,5.519789153350181,1592.32898489325
Ujae,Sterna_sumatrana,203.5892469988128,3.950902424824955,774.4001554614374
Ujelang,Sterna_sumatrana,225.80809628264745,4.231005586315448,882.0600669646415
Ulithi,Sterna_sumatrana,239.98702664937613,3.03032358533294,855.5208712689616
Vaitupu,Sterna_sumatrana,178.41078086802978,2.8739628458441473,729.0701379978667
Wotho,Sterna_sumatrana,211.60805151494057,4.44909726770184,870.4235611959273
Abemama,Thalasseus_bergii,181.67760434352462,2.3622215626281053,678.5167663977159
Ailuk,Thalasseus_bergii,235.55041397575917,3.987233336256149,908.7790889618356
Apataki,Thalasseus_bergii,73.81950880108711,1.0054404546948466,279.1480169569169
Aranuka,Thalasseus_bergii,211.19483425269266,2.705845984261909,839.5684564082048
Arno,Thalasseus_bergii,131.13565657792654,1.5815606121374919,479.72353646724963
Astove,Thalasseus_bergii,411.8579235650827,6.839587160788057,1535.958424306866
Aur,Thalasseus_bergii,155.51055076556915,2.640521612903488,586.9968921183469
Lae,Thalasseus_bergii,305.8876172087858,5.904145004374434,1126.2713297453893
Lukunor,Thalasseus_bergii,110.78912160884381,1.2400546426425474,408.0129951186433
Majuro,Thalasseus_bergii,132.35060993917824,1.804180426020965,538.9238259821294
Manihi,Thalasseus_bergii,75.3922557473586,1.2580094668843518,304.1658702629092
Marakei,Thalasseus_bergii,289.01134336932273,2.9370756699803318,1169.4535914971555
Mataiva,Thalasseus_bergii,139.66933086366836,2.3498940954074454,541.3732787469236
Mili,Thalasseus_bergii,163.13252266596174,2.13818610610724,611.8316280336568
Moruroa,Thalasseus_bergii,107.9756343407838,1.3364416801745242,412.8535658050093
Namoluk,Thalasseus_bergii,435.17994588276645,5.586404372255086,1487.355824819027
Ngcheangel,Thalasseus_bergii,394.5317917057096,3.538514358372728,1576.4420656233394
Ninigo,Thalasseus_bergii,215.0686537920748,2.1157545730504714,863.9842529526497
Nonouti,Thalasseus_bergii,170.87099899279653,2.3729325440566917,678.175414460171
Nuguria,Thalasseus_bergii,249.02487573158987,2.3596862472126574,859.7315879070022
Nukumanu,Thalasseus_bergii,292.1958278969879,2.862340372370845,959.2886895600091
Nukuoro,Thalasseus_bergii,400.60219540853257,4.734373524067306,1450.7520732838375
Onotoa,Thalasseus_bergii,260.515846580059,3.8023025941055373,974.90818558493
Ontong_Java,Thalasseus_bergii,183.59253956245539,1.5566065611625048,693.4015696830622
Pakin,Thalasseus_bergii,196.34538092761932,1.8015825377374357,796.8055662995334
Rangiroa,Thalasseus_bergii,32.02985198952651,0.25488355359328324,117.42593320264051
Rongelap,Thalasseus_bergii,93.71195237976717,1.6848602236887635,375.9217044461607
Sapwuahfik,Thalasseus_bergii,292.5470507350416,3.704074464840035,1078.4717443863876
Satawan,Thalasseus_bergii,82.93640421070911,0.8304141201438611,314.61929933508515
Tabiteuea,Thalasseus_bergii,129.32307419088642,1.8730354816714114,480.3555146884538
Takuu,Thalasseus_bergii,578.7006457807416,5.294814097789634,1789.1843099656958
Tarawa,Thalasseus_bergii,87.20568465700653,0.6261047665967779,351.6992488382135
Tikehau,Thalasseus_bergii,46.560525928200114,0.5482702439907999,176.91719176477227
Ujae,Thalasseus_bergii,273.4720711836531,5.710310629087797,1052.0837930605242
Ujelang,Thalasseus_bergii,386.94107212567724,6.602924878437245,1467.629120926143
Ulithi,Thalasseus_bergii,390.88261883063893,3.822860972113166,1509.0338843162353
Utirik,Thalasseus_bergii,124.94011951832613,1.7438852851856133,454.1710592309772
Wotho,Thalasseus_bergii,334.64167519251,6.017478047870172,1267.9317438910396
Addu,Phaethon_lepturus,108.98739801100699,1.337806537807396,422.22391460327844
Bokaak,Phaethon_lepturus,84.34948407847828,1.1238734445176557,320.4724781971494
Jaluit,Phaethon_lepturus,110.49742263863206,1.157124004481118,414.6233658721161
Kilinailau,Phaethon_lepturus,227.65033510533198,0.8150954311177698,553.2626364012143
Lukunor,Phaethon_lepturus,26.996195291628556,0.24070650165169613,108.97870445029652
Manihiki,Phaethon_lepturus,47.495532992132745,0.6860417665162983,172.04182722516535
Namoluk,Phaethon_lepturus,29.53754331287857,0.27031606673462427,101.87144892626564
Niutao,Phaethon_lepturus,54.35404365572432,0.6958732078169276,195.67439428058847
Nuguria,Phaethon_lepturus,1615.1929509715876,0.8729697210001597,576.4207212028091
Nukapu,Phaethon_lepturus,157.49204095859974,0.25913515222911954,228.06843753708034
Nukulaelae,Phaethon_lepturus,46.79322768253017,0.6476276445476569,189.89782752519
Nukumanu,Phaethon_lepturus,1177.490541873882,1.1691981633061386,669.4768045889499
Nukuoro,Phaethon_lepturus,25.744402142905344,0.24515565229137212,101.92602023438403
Ontong_Java,Phaethon_lepturus,781.9606137388116,1.2058005954562723,834.6715233108685
Pukapuka,Phaethon_lepturus,29.21467129317467,0.3925503129711581,116.43684726648051
Rakahanga,Phaethon_lepturus,41.09583677160829,0.576223040224148,155.65611156705447
Sapwuahfik,Phaethon_lepturus,24.202461245823073,0.22886019400819274,91.59442786632223
Satawan,Phaethon_lepturus,34.54373532832173,0.2974663074865581,131.56443941195226
Takuu,Phaethon_lepturus,472.0543039022434,0.8540855314048248,500.8920454796458
Tongareva,Phaethon_lepturus,101.567179309743,1.5140115996517227,399.8291328005399
Ulithi,Phaethon_lepturus,127.07215748200643,0.5644574234592826,458.09391709706955
Utirik,Phaethon_lepturus,69.76309730953434,0.84267665772259,279.8665248159046
Vaitupu,Phaethon_lepturus,38.74884054397374,0.5539138404860015,151.68331271075846
Anuanuraro,Phaethon_rubricauda,641.370108367756,13.366079870101158,2571.7970058634787
Anuanurunga,Phaethon_rubricauda,595.5052743549766,12.482510365531,2368.197065588733
Atafu,Phaethon_rubricauda,181.27723491106468,3.4454995558060286,719.9934160418139
Chesterfield,Phaethon_rubricauda,451.816427572013,4.498550916813622,1654.208146921509
Erikub,Phaethon_rubricauda,197.11593252778513,2.7169920815580824,711.4663788121766
Fakaofo,Phaethon_rubricauda,198.32937916252283,3.3399469708566993,741.8212151541591
Manihiki,Phaethon_rubricauda,336.7049496775833,6.028700753245825,1295.7096046942859
Maria_Est,Phaethon_rubricauda,741.7859925562944,14.366396188203733,3043.427076765263
Mataiva,Phaethon_rubricauda,393.5229879213483,6.844979750016171,1406.5329216731513
Matureivavao,Phaethon_rubricauda,670.462994544532,11.750958646057436,2564.5454734839445
Moruroa,Phaethon_rubricauda,1243.8799930602502,22.459234801477013,4658.277826350804
Nukutepipi,Phaethon_rubricauda,635.1323627315968,13.041467338959011,2454.3302452394114
Onotoa,Phaethon_rubricauda,257.7363664258285,3.122660308310724,1014.1625696576051
Palmerston,Phaethon_rubricauda,391.1387224584925,7.675368846889745,1534.0818949890574
Raroia,Phaethon_rubricauda,815.9576462374152,11.673562667966923,3159.13972240696
Temitangi,Phaethon_rubricauda,1070.960499150337,20.135740988981194,4055.6657274869576
Tongareva,Phaethon_rubricauda,457.00867714014134,8.027213363491699,1646.4269983096137
Tabiteuea,Nesofregetta_fuliginosa,24180.019396372692,10.215816090408575,12089.442127765458
Maria_Est,Pterodroma_neglecta,201.23431451661983,2.5612740657307933,738.4412921923738
Nengonengo,Pterodroma_neglecta,253.95131371925027,2.1518900967049235,875.0857845970098
Beautemps-Beaupre,Pterodroma_heraldica,7.301593002961545e8,19.014531944169313,68382.09773773541
Matureivavao,Pterodroma_heraldica,42662.09462250758,116.97673216053228,118032.77766605654
Maria_Est,Pterodroma_ultima,2174.396658359543,29.314406290744646,8246.674795486028
Matureivavao,Pterodroma_ultima,1206.537864760398,13.353666536185326,4700.9100529775815
Morane,Pterodroma_ultima,8966.950782353551,93.55761942218119,34486.14770255512
Moruroa,Pterodroma_ultima,1888.6678018208045,7.534020431586377,7138.092942273847
Bokaak,Bulweria_bulwerii,437849.30873603193,6.795336366916267,4499.837068168311
Ailuk,Ardenna_pacifica,2452.9440938936596,35.99781878349209,8658.480167876512
Alphonse,Ardenna_pacifica,856.5216635268408,4.811014941533681,3315.9759999632943
Bikar,Ardenna_pacifica,2549.8056703885563,39.2967546022703,9974.056248787829
Jaluit,Ardenna_pacifica,652.0516475683198,5.873993861501725,2468.2239581920167
Rongelap,Ardenna_pacifica,2394.1291806193367,27.146922470382474,9227.34916636483
Rongerik,Ardenna_pacifica,1514.1636031262813,21.715102143148773,5571.007398762586
St_Francois,Ardenna_pacifica,1222.7674083356274,5.888787191241478,4127.227242653714
Ailuk,Puffinus_nativitatis,18695.6419792372,12.511475833651042,7536.270702539193
Bokaak,Puffinus_nativitatis,22984.239745405932,19.689616554679716,9835.835377485892
Moruroa,Puffinus_nativitatis,1773.676800811418,19.46269359988943,6931.060680368876
Ahunui,Fregata_ariel,2039.854432147733,27.48982974061312,7874.2422773841745
Anuanurunga,Fregata_ariel,1690.4430161995288,24.06193047516056,6411.582027352981
Erikub,Fregata_ariel,802.7179312291506,11.9538684643041,3271.5282489558895
Jaluit,Fregata_ariel,901.2699010168518,9.437257614088729,3045.0598155420366
Kaukura,Fregata_ariel,1230.4843967496772,19.76394975158569,4879.353693217946
Maiana,Fregata_ariel,1486.5761203043728,11.686211738106172,4735.064313160881
Maria_Est,Fregata_ariel,1858.4397266541146,22.75309698742617,7287.726961660776
Mataiva,Fregata_ariel,1364.720762416003,23.570145355334127,5331.684627253237
Mili,Fregata_ariel,531.7222024784512,5.8395433099116,1900.7675296118052
Nengonengo,Fregata_ariel,1827.34978560143,29.04481727777138,6820.303276553482
Nonouti,Fregata_ariel,1031.799167615739,12.877403999406429,3889.724811151291
Nuguria,Fregata_ariel,463.3263046650622,4.290359278337837,1705.0427543188355
Nukapu,Fregata_ariel,333.63687035751354,3.90374358214045,1295.8490617413122
Nukumanu,Fregata_ariel,549.3141738566608,6.866528143519451,2138.736828324342
Onotoa,Fregata_ariel,1501.7348574963628,17.650346590584462,5277.801474051596
Paraoa,Fregata_ariel,2039.482807440176,29.78175447138419,8153.612229893799
Pukapuka,Fregata_ariel,845.4231122713952,14.740039338803959,3341.5527000792176
Scilly,Fregata_ariel,1290.3274548827776,24.380865958049423,4963.89702205735
Tabiteuea,Fregata_ariel,1294.5304585336485,14.635341596232172,5156.443653214764
Tabuaeran,Fregata_ariel,1874.6916231438918,30.266275483475045,7920.526066914209
Tarawa,Fregata_ariel,872.5023500571388,6.154922169140667,3503.4360097331682
Tetiaroa,Fregata_ariel,799.3349554223457,13.11353081022297,2820.3046583837026
Tongareva,Fregata_ariel,1699.708592211223,28.684839625565697,6566.084456583155
Ulithi,Fregata_ariel,646.0826901216703,6.1280226232088415,2574.5471733310847
Wailagilala,Fregata_ariel,1242.8472918661712,18.26336154105421,4779.469143442925
Ailinginae,Fregata_minor,599.5101377726136,11.330303300522438,2280.783509307721
Ailuk,Fregata_minor,808.7772310722077,14.297523252092217,3088.815462899602
Bikini,Fregata_minor,778.7518697331183,15.04495079947462,3070.5678493007554
Kapingamarangi,Fregata_minor,309.805347745501,4.751320219227872,1130.790546510075
Likiep,Fregata_minor,724.1140586948702,12.593913135210919,2692.488835437836
Lukunor,Fregata_minor,119.56754606014653,1.8366006223726625,498.13018744816657
Maria_Est,Fregata_minor,574.7815937302255,10.449450994319763,2210.408045976678
Mataiva,Fregata_minor,685.7279241083611,13.886424482479356,2615.701886340416
Matureivavao,Fregata_minor,538.0627928796941,10.570566901364,2136.3570403842423
Mili,Fregata_minor,406.24923426777656,6.0523587009770035,1512.7035746631002
Moruroa,Fregata_minor,1116.6744155074748,20.551249807903652,4247.260553173399
Motu_One,Fregata_minor,519.069781138108,10.597510725886035,1947.7708149918506
Namoluk,Fregata_minor,151.31011162674386,2.713973683239387,567.7032272508214
Namu,Fregata_minor,550.3752221651521,9.972308936975281,1952.0589075223547
Nuguria,Fregata_minor,261.0752429926835,2.7380258865728826,1000.2373692316083
Nukapu,Fregata_minor,108.55106165915059,1.463233989341828,418.9403930468945
Nukumanu,Fregata_minor,364.7911218129428,4.892315757479082,1368.9173763825831
Nukutepipi,Fregata_minor,582.0777264798975,12.284520668807843,2258.918202905685
Onotoa,Fregata_minor,856.5972085153811,13.17514217586841,3208.807532221241
Oroluk,Fregata_minor,232.56195842218168,3.8689686318285883,880.49922445912
Rangiroa,Fregata_minor,757.6966528128893,10.346985586167424,2990.4248806945534
Rongelap,Fregata_minor,841.1466116161873,15.665106739746655,3306.8202179224418
Rongerik,Fregata_minor,672.9997624195993,13.17243136898788,2577.151456936282
Satawan,Fregata_minor,146.07019960375914,2.120708206394639,572.7254239618567
Scilly,Fregata_minor,644.0813339465827,13.109824137387404,2417.7231993695655
Takuu,Fregata_minor,316.5680433449576,4.195786177208998,1238.998316852953
Teraina,Fregata_minor,717.988965476579,13.111288919492084,2694.0190211056492
Ujae,Fregata_minor,473.2552201164023,9.61178438553735,1855.4632502927109
Ujelang,Fregata_minor,638.3703731371655,11.727289060917585,2595.9764464134764
Wotho,Fregata_minor,546.627360387147,10.939195293957551,2164.3348550616406
Wotje,Fregata_minor,606.9389519444409,9.58176395305982,2236.514805261053
Maria_Est,Sula_dactylatra,339.8277764746227,5.936723162860114,1243.9293129205705
Matureivavao,Sula_dactylatra,339.70293679291944,4.982422456264276,1348.0664955633674
Nengonengo,Sula_dactylatra,435.22785125822065,7.460850088582769,1646.2735496460923
Nukulaelae,Sula_dactylatra,308.1782751214331,5.143858915574409,1150.6638056524364
Paraoa,Sula_dactylatra,405.83488853356437,7.725614442673256,1610.6686199649303
Pukarua,Sula_dactylatra,359.8469629683476,5.256311664040238,1381.3665781765494
Reitoru,Sula_dactylatra,460.79785747523897,8.589319028194405,1805.7815623138683
Tetiaroa,Sula_dactylatra,243.62860995287718,3.87832111976522,956.5364763621253
Ailinginae,Sula_leucogaster,251.45092746472713,4.751777389324693,982.0038547247331
Anuanuraro,Sula_leucogaster,85.48529567961924,1.6263447777256637,330.8144976698867
Aratika,Sula_leucogaster,83.67689326287791,1.3251734428148418,300.9958791527159
Bikar,Sula_leucogaster,311.1440040589789,5.370977427424871,1162.5699771485347
Butaritari,Sula_leucogaster,574.623081974098,5.594365033340557,1663.3812475878253
Jemo,Sula_leucogaster,560.0579547041659,7.564880447030602,1993.2372244865205
Kapingamarangi,Sula_leucogaster,336.6542248071847,5.0797850104719355,1249.3069413000278
Kauehi,Sula_leucogaster,61.576724811883985,0.9681416958883732,248.19446128954033
Kaukura,Sula_leucogaster,109.5829905271893,1.6500473890747316,411.96196858681355
Kwajalein,Sula_leucogaster,752.1458403794874,11.193898806695408,2802.3062472675083
Likiep,Sula_leucogaster,305.3278294420002,5.057488799870371,1182.4840452921355
Majuro,Sula_leucogaster,222.9689310635464,2.617445394781659,793.5794203474195
Manihiki,Sula_leucogaster,62.99364592939653,0.9200538337897977,235.62254510342046
Mataiva,Sula_leucogaster,163.4975486223623,2.7290992878353255,632.1744447405334
Mili,Sula_leucogaster,254.84785316381578,3.6452473462396364,1036.4065253169033
Moruroa,Sula_leucogaster,72.31697506481324,1.0486098583154866,277.057894136416
Motu_One,Sula_leucogaster,321.295905396202,5.146607623905937,1195.84654087621
Namoluk,Sula_leucogaster,346.92888790665387,5.638729896979328,1318.0677964137071
Ninigo,Sula_leucogaster,283.8664416782038,3.6549054341364555,1142.175882832813
Nonouti,Sula_leucogaster,355.2313853318785,4.642849677689973,1312.48334250709
Nuguria,Sula_leucogaster,273.428472471161,2.7702194292594586,1034.6977427718775
Nukumanu,Sula_leucogaster,340.6107338403652,4.048495526249533,1269.7262561905088
Oroluk,Sula_leucogaster,1210.6535610877131,18.309241938869476,4687.233414184003
Puka-Puka,Sula_leucogaster,125.78879552015196,2.473255456090068,510.46583385079015
Rangiroa,Sula_leucogaster,42.60878322440488,0.4084524609441537,163.69747692236328
Raraka,Sula_leucogaster,57.82678581407064,0.8758068243140528,218.3555752360336
Satawan,Sula_leucogaster,76.82900826003323,0.9265333804304609,282.2253571768346
St_Joseph,Sula_leucogaster,405.16793675932985,5.6175629175088515,1560.1631938884486
Starbuck,Sula_leucogaster,617.8477907799389,8.394652599165521,2252.6509878438965
Tabiteuea,Sula_leucogaster,323.9715405693161,3.892251020354443,1242.4202973072288
Tabuaeran,Sula_leucogaster,329.4138613925848,5.1075109418052405,1369.8302227609006
Tenararo,Sula_leucogaster,36.39310333648689,0.5218189140621128,140.21625726770753
Teraina,Sula_leucogaster,516.42358604223,8.2143500020373,1841.6219838732616
Tetiaroa,Sula_leucogaster,99.7424932013828,1.5493444272596533,390.16734354323165
Tikehau,Sula_leucogaster,65.59831376038439,0.8019259756729906,230.20649242614348
Tongareva,Sula_leucogaster,283.06459270101135,5.0959178732994825,1063.17991560266
Ujae,Sula_leucogaster,505.37806530502894,9.741253724336367,1904.7002375499958
Wailagilala,Sula_leucogaster,1594.2110858792707,25.422296384516912,6129.889959329963
Ahe,Sula_sula,1423.6259032990458,26.94868790387503,5813.366403859567
Anuanurunga,Sula_sula,1002.9149280423247,20.727749912147328,3923.3071245509786
Aratika,Sula_sula,1680.8486410010307,29.752596238818597,6056.981290673501
Beautemps-Beaupre,Sula_sula,5713.860877518902,74.80181263730556,21258.219533358806
Butaritari,Sula_sula,3241.8679696832037,48.654964916005795,12135.467829196921
Hao,Sula_sula,2856.944269301625,42.086308692821795,10959.92483540825
Kapingamarangi,Sula_sula,1888.2999521260467,29.655459518173434,7554.361905942244
Kauehi,Sula_sula,1619.6429275662679,30.830021790081823,6351.372381485633
Kaukura,Sula_sula,2013.4146526884551,35.13231564276348,7745.434303311596
Likiep,Sula_sula,4127.1899249051085,63.61118437769554,15632.913318969067
Lukunor,Sula_sula,730.258368787466,10.311718754714748,2974.770326249232
Majuro,Sula_sula,2692.939016501277,33.27259372521751,9788.70438962415
Manihiki,Sula_sula,1612.9403437399972,30.321449893097775,6079.0330756195945
Maria_Est,Sula_sula,867.9473926578881,16.06034019925143,3294.139864704231
Marutea_Sud,Sula_sula,2687.6204499185023,50.54605158007638,10576.869552723232
Mataiva,Sula_sula,1674.5187262262762,30.372379708616148,6517.300980217262
Matureivavao,Sula_sula,911.2184762833923,16.957112085738284,3447.0770914420846
Mili,Sula_sula,3341.817771498491,45.088999161922416,12821.863478604579
Moruroa,Sula_sula,2326.8134084771577,41.86795089433984,8403.131984757634
Motu_One,Sula_sula,1429.9062153034142,28.5071965314158,5561.318654398199
Namu,Sula_sula,4009.3498110481582,67.38969157652892,15759.767243046928
Nengonengo,Sula_sula,1944.6801744602903,39.11687056950608,7075.909110460501
Nuguria,Sula_sula,3739.6393642525213,36.14479768963402,14634.188505949754
Nukumanu,Sula_sula,4292.09768074984,54.733984591221905,17250.22899183148
Nukuoro,Sula_sula,1674.7826281724838,28.084769004899883,6799.4040881953415
Nukutepipi,Sula_sula,1071.7903358947424,20.66264246890107,3807.2810373899392
Onotoa,Sula_sula,2825.461989589175,39.9821023373267,10136.66277851354
Ontong_Java,Sula_sula,6770.695788181583,64.59570502093258,24100.284055249056
Oroluk,Sula_sula,1586.8795929841488,26.65562683920664,6254.988397856722
Pukapuka,Sula_sula,1484.5852133070707,29.13141155969586,5727.513094362206
Puka-Puka,Sula_sula,2157.31547648734,44.917923125876044,8287.894291270597
Pukarua,Sula_sula,1907.0251312519313,31.99612873663979,7093.54682406346
Rangiroa,Sula_sula,1915.5795546623071,24.288674430628813,7519.034293381469
Raraka,Sula_sula,1815.1645463953002,29.488379411581086,6611.248209389789
Raroia,Sula_sula,2193.3398181031826,38.75068139865062,8544.299672413514
Reao,Sula_sula,2024.2512719405547,34.4168032893015,7617.550330250087
Rongelap,Sula_sula,3137.281780247473,48.98203335217503,12108.10265759995
Satawan,Sula_sula,969.8404303070174,12.383647205120793,3882.6114266434274
Starbuck,Sula_sula,2047.2208218889991,39.060468482621474,8261.282831331642
Tabiteuea,Sula_sula,4193.67794087782,57.026412670444586,16386.806952117393
Taiaro,Sula_sula,1077.0074958982348,22.2103118920606,4109.267314507766
Takapoto,Sula_sula,1392.3154239128805,24.425591046831272,5301.352249432797
Takume,Sula_sula,1367.2030048331926,25.322779083227978,5190.766561952949
Takuu,Sula_sula,4855.315942395492,48.75325858812632,17696.04682463416
Tikehau,Sula_sula,1517.9468476589004,23.766054701090766,5735.8566766720205
Tongareva,Sula_sula,3912.570839590301,70.06495976974601,15165.880543890342
Tupai,Sula_sula,883.9984364159762,13.933359446318796,3350.4214960035633
Ujae,Sula_sula,2866.708331030129,49.98129398878639,10873.535326087764
Vanavana,Sula_sula,1153.4100778794582,24.884016685091016,4268.682759469449
Wailagilala,Sula_sula,3527.7148009214147,51.31841902558616,13869.678732903312
Wotho,Sula_sula,3005.8468800948153,53.83475795565872,11254.384915621931
Abaiang,Anous_stolidus,2371.870774611174,36.09927667532969,8876.22562389973
Abaiang,Anous_minutus,14806.618379173407,183.0789789514665,54162.04736560155
Abaiang,Gygis_alba,1413.2938345470259,18.669877792860202,5167.546948241504
Ailinglaplap,Anous_stolidus,2482.7268442676354,44.51240861219349,8850.698886866501
Ailinglaplap,Anous_minutus,7425.361331985565,132.80713609985335,28327.395479352566
Ailinglaplap,Gygis_alba,1592.5504851734063,27.05722087650861,5535.6505357158085
Amanu,Anous_stolidus,3269.1284107320434,61.49137047630397,13270.702119244423
Amanu,Anous_minutus,1715.7248652580643,27.116228959990583,6219.712789555545
Amanu,Gygis_alba,3045.593835760846,55.78714770069086,11622.956047226979
Amanu,Sula_sula,2196.571808285602,36.71546433372223,8527.296624434908
Beru,Anous_stolidus,4114.084859733785,70.10706581074587,15746.328540550818
Beru,Anous_minutus,7569.390906057309,116.37591051981622,29802.03896422139
Beru,Gygis_alba,1955.7975046117356,32.160688442409736,7286.372734031643
Beru,Thalasseus_bergii,377.54510053814744,5.147864576653416,1425.882423415886
Eauripik,Anous_stolidus,2729.8483353725346,39.48907612780085,10987.530687435848
Eauripik,Anous_minutus,5961.393652585444,93.93939127300851,24349.580619649034
Eauripik,Gygis_alba,529.8894021925787,8.09735404454656,2081.4603902900935
Eauripik,Sterna_sumatrana,178.42344992736895,2.159563748743362,708.834340272026
Eauripik,Thalasseus_bergii,2020.3598986555548,23.649528313785552,7352.627315851571
Ebon,Anous_stolidus,2028.0615243252398,38.238177481699026,7880.237310747538
Ebon,Anous_minutus,5900.928398070167,110.41663692340668,21902.307900453477
Ebon,Gygis_alba,1145.1569844479388,21.80031253477098,4613.300756572522
Elato,Anous_stolidus,739.8545701603599,10.333923376444357,3120.3729743557456
Elato,Anous_minutus,3018.454111869327,47.16276732360895,12292.044419147252
Elato,Gygis_alba,392.30659170410576,6.235855682594201,1493.9414356968293
Faraulep,Anous_stolidus,2239.2521342126042,37.44279885747354,8721.373819422332
Faraulep,Anous_minutus,4763.8325343485685,92.3192553672892,19479.582078201383
Faraulep,Gygis_alba,680.8386159881602,11.7231006032294,2700.3434494520025
Faraulep,Thalasseus_bergii,1232.2229130744909,19.02922320663784,4836.5730985019945
Hikueru,Anous_stolidus,2533.4851056436664,58.09254724505569,9443.156002175243
Hikueru,Anous_minutus,1792.4141884736973,36.73624095990455,6900.617225715713
Hikueru,Gygis_alba,1778.0464336375574,38.46441557604607,6941.19775983781
Hiti,Anous_stolidus,878.1225080415124,16.322939002145706,3676.79808029725
Hiti,Gygis_alba,902.3594228976904,18.565211421298585,3456.1820825744717
Ifalik,Anous_stolidus,1878.4674209945456,32.27572727224013,7159.260590961532
Ifalik,Anous_minutus,5543.506209245213,93.03655944478005,22304.12606262842
Ifalik,Gygis_alba,622.7154014965919,9.919294728003214,2227.766056561898
Katiu,Anous_stolidus,2022.2828391838145,36.366065787060236,7353.649293960609
Katiu,Gygis_alba,1536.5318004305893,31.16080577356639,5831.612737975328
Kuop,Anous_stolidus,322.0823606936172,3.9488752842220847,1259.4648263648505
Lamotrek,Anous_stolidus,1211.0721863045571,20.60477965866086,4647.036930833785
Lamotrek,Anous_minutus,4224.534448987551,66.95729528037077,16451.428585487603
Lamotrek,Gygis_alba,537.2308302273993,8.960020359944034,2130.8244347753757
Lib,Anous_stolidus,1614.630680095228,30.679746576069043,6383.644676166086
Lib,Anous_minutus,4893.434899380587,83.65974815125806,17427.712829611442
Lib,Gygis_alba,700.3507982130596,12.625186725056345,2583.97209905112
Lib,Thalasseus_bergii,1084.2354241828018,17.72546803403553,4225.826974249583
Makemo,Anous_stolidus,3209.9040189659663,59.12988164733343,12518.917150064073
Makemo,Anous_minutus,3002.6561882765877,50.94429786137115,12433.902675729414
Makemo,Gygis_alba,2753.913508432638,46.10526293372769,10075.123913159363
Maloelap,Anous_stolidus,3522.1825369554163,60.51707819261289,13679.363539414848
Maloelap,Anous_minutus,6935.249396889552,129.5361867681556,27285.317854018755
Maloelap,Gygis_alba,1862.7215854906824,31.724063665229416,7175.178829436916
Maloelap,Thalasseus_bergii,142.64708227721104,2.3803404548762446,536.6261803511621
Manuae,Anous_stolidus,4526.281778254718,84.0285820373179,17362.14084808764
Manuae,Anous_minutus,2985.4493997039663,51.09798960516494,12016.68957734156
Manuae,Gygis_alba,1325.803095293088,23.689256580746463,4685.562739477149
Manuae,Sula_sula,3341.801657396101,55.693281240524655,12709.798998339103
Marokau,Anous_stolidus,1922.923042699687,37.656819695427764,7847.415086386243
Marokau,Anous_minutus,1601.6777009313398,28.185330317595113,6311.402832063931
Marokau,Gygis_alba,2385.2127490729513,35.764315436007934,7931.35983187348
Marutea_Nord,Anous_stolidus,2300.3004849353183,42.032669198446115,8529.793657695358
Marutea_Nord,Anous_minutus,1940.1014709193607,39.505162601440496,7123.121920959744
Marutea_Nord,Gygis_alba,1505.8040825799442,34.65107056591525,5712.551900297965
Motutunga,Anous_stolidus,1447.3179973466504,28.51801609145934,5890.153076469543
Motutunga,Anous_minutus,2142.1477455554054,38.905274233003816,7872.479404138662
Motutunga,Gygis_alba,1151.1374167471242,21.307853281362323,4535.949575348158
Murilo,Anous_stolidus,1234.3650308507256,20.55141837720541,4855.274011389535
Murilo,Anous_minutus,6778.035426257803,110.64585336265898,27178.051148275485
Murilo,Gygis_alba,692.5752098354629,11.11318459080966,2725.2977574564766
Namonuito,Anous_stolidus,3660.3155153727685,53.92182468004549,14344.147769825327
Namonuito,Anous_minutus,12806.898416372971,217.41961292750563,50902.26121980549
Namonuito,Gygis_alba,1319.2674985092222,19.360189339717138,4608.962808037866
Namonuito,Thalasseus_bergii,520.3210683350057,7.449158767168606,2070.5582593652157
Namorik,Anous_stolidus,1708.7493583371222,28.79020732059783,6649.6120492520395
Namorik,Anous_minutus,5692.911171034277,105.04428800098269,21826.967909550254
Namorik,Gygis_alba,716.7102504010195,12.424467413491248,2562.9836582048865
Nanumanga,Anous_stolidus,1908.7588577130978,35.01723135929502,7453.6350637447595
Nanumanga,Gygis_alba,695.2541779735903,12.002290711708632,2739.3220095197926
Nanumea,Anous_stolidus,2335.26254327044,49.015901195059676,8973.614443867586
Nanumea,Anous_minutus,2732.2872985022054,52.610929522981095,10456.524897736073
Nanumea,Gygis_alba,806.903314516719,16.34107867507507,3091.312192454203
Ngulu,Anous_stolidus,4812.024372259082,60.36679726264687,16860.09618555397
Ngulu,Anous_minutus,16908.820365754134,190.00029813559786,65014.39579167628
Ngulu,Gygis_alba,688.8177187992951,7.860719342691196,2608.532292214542
Ngulu,Thalasseus_bergii,2285.1110813185396,23.683741351077874,8683.535547407886
Nihiru,Anous_stolidus,2133.4876189837205,48.23279511390614,7903.771669780775
Nihiru,Anous_minutus,1840.1352435089366,40.32073220692943,6987.28111818019
Nihiru,Gygis_alba,1759.766508122018,40.07978492463489,7028.94402348866
Nikunau,Anous_stolidus,3023.3572163771646,48.78242485563306,11477.730413228743
Nikunau,Anous_minutus,5708.86232651241,87.13261364905762,23070.68754855528
