atoll,species,mean,lower,upper
Ujelang,Anous_stolidus,2797.8935820056868,50.04349098028394,10295.461383983666
Ulithi,Anous_stolidus,1704.1659429169138,25.305960769390424,7062.737584057204
Vairaatea,Anous_stolidus,3403.5874541521525,73.01831866917885,13146.262176738168
Vaitupu,Anous_stolidus,1528.9018334091998,26.455049975115113,5724.04935703581
Vanavana,Anous_stolidus,2021.3839409039479,45.10349668915431,7892.01487361587
Wailagilala,Anous_stolidus,1555.3371721418282,25.81834271427862,6067.5932262559545
Wotho,Anous_stolidus,2914.8921246087707,61.33291467926403,10682.5001682043
Wotje,Anous_stolidus,3464.9405080729643,58.55844059023614,13320.096937016277
Abemama,Anous_minutus,9483.03444094448,141.56705472608922,38501.97798639163
Ahe,Anous_minutus,2137.6079419632842,38.17058648055664,8256.538584048974
Ailuk,Anous_minutus,6232.379821083654,113.69831773216274,24585.345582824637
Anuanuraro,Anous_minutus,1082.753392839431,22.497442540719604,3981.0630470461933
Anuanurunga,Anous_minutus,969.6117807500633,17.933576021340887,3621.5175154158383
Apataki,Anous_minutus,3817.9419370375717,65.33596294010141,14395.359641212224
Aranuka,Anous_minutus,8681.372229414592,127.91556708019054,30042.30135398764
Aratika,Anous_minutus,2407.9042007712383,47.77110435605989,9309.180894524754
Arno,Anous_minutus,6349.683815602093,117.85419883395363,25831.52601209417
Arutua,Anous_minutus,3754.705081930493,65.19519390363418,14398.563000590857
Aur,Anous_minutus,6793.337140538444,127.4142608941801,25570.92872771457
Beautemps-Beaupre,Anous_minutus,12194.720911230239,158.06371372358552,50491.539302149744
Egum,Anous_minutus,10726.389274336518,140.58855040660384,40142.53107652319
Etal,Anous_minutus,1766.6422856436102,30.135211820147,6855.722775835825
Fakahina,Anous_minutus,1253.7880645086489,22.579062135147108,4745.676056046957
Fakaofo,Anous_minutus,1759.984738081179,32.399293151579286,6884.237840427261
Fangatau,Anous_minutus,1421.3844332813874,27.552081970672262,5362.532546153966
Hao,Anous_minutus,1862.3560517597512,28.344053757422536,7504.5111806214145
Hereheretui,Anous_minutus,2319.669215176227,47.247954228469716,8385.945695750128
Kapingamarangi,Anous_minutus,4644.896440582516,84.36627392667639,18503.844245618307
Kauehi,Anous_minutus,2322.148148746893,43.5946192106875,8875.944074854704
Kaukura,Anous_minutus,3255.812606162571,61.910858555156025,12595.62017315333
Lae,Anous_minutus,4508.822143764304,87.13171771470799,16840.626435533817
Losap,Anous_minutus,3218.2348787377227,52.789323650675776,12249.942958974327
Lukunor,Anous_minutus,2262.600941945367,31.557034437808383,8446.306702452051
Maiana,Anous_minutus,14003.229531634846,188.32738216554702,51675.061531736486
Majuro,Anous_minutus,6235.494947109579,97.51443638580193,24028.99855739948
Manihi,Anous_minutus,2760.3591845159863,54.644011755915855,10402.754159915698
Manihiki,Anous_minutus,1420.661454629707,28.566197570999005,5631.619343979264
Marakei,Anous_minutus,10307.893118944465,146.3333908746613,39983.56985452251
Maria_Est,Anous_minutus,792.1565360407819,14.161360159993686,3039.657276363611
Marutea_Sud,Anous_minutus,1934.3936469674136,33.05435562988228,6831.851967180881
Mataiva,Anous_minutus,2730.041819612661,60.289297785872435,10385.64109522854
Matureivavao,Anous_minutus,854.4324730760605,15.048486094946606,3197.0385590762903
Mili,Anous_minutus,6797.464504882147,114.41681989671231,26952.50965868026
Mokil,Anous_minutus,3323.998780915784,55.56820434903205,12856.591144401778
Moruroa,Anous_minutus,1646.5921018149936,29.861857842647872,6641.182518796094
Namoluk,Anous_minutus,2940.403166747,56.04495898208046,11939.182508553915
Namu,Anous_minutus,9007.629211332394,172.95974013427406,36269.5950283132
Nengonengo,Anous_minutus,1604.04803994187,31.814028340911396,5997.075163817245
Niau,Anous_minutus,2260.86992772927,46.79975446639769,8499.270744307038
Ninigo,Anous_minutus,11349.83171964816,147.79992775662106,45353.43888064952
Niutao,Anous_minutus,2742.4121341592117,51.423624063544715,10485.129592973524
Nonouti,Anous_minutus,10989.986853883383,162.511281905099,41932.19074907765
Nuguria,Anous_minutus,11953.163762370381,121.3229170649903,41693.675286397716
Nukapu,Anous_minutus,2930.4416574452366,37.65789816604061,11359.920369493659
Nukulaelae,Anous_minutus,3287.0142281287044,60.80843604715651,12313.308372723879
Nukumanu,Anous_minutus,11448.924127085453,158.86557824277253,43827.184833719446
Nukuoro,Anous_minutus,3757.724772158654,61.3915677068572,15199.432841609008
Nukutepipi,Anous_minutus,880.7071042372684,18.189090182899157,3527.0278436300373
Onotoa,Anous_minutus,7939.4281651889805,129.30131038116266,29707.92134166731
Ontong_Java,Anous_minutus,17019.964373147992,196.2466921236496,65227.98161197414
Oroluk,Anous_minutus,4734.4249536806055,78.4996869014492,16836.86729948187
Pakin,Anous_minutus,2544.2895788676974,33.44977399134043,9830.5420245567
Paraoa,Anous_minutus,1060.716046180486,21.196808313835724,4099.594112397605
Pinaki,Anous_minutus,992.3112732805877,19.21093918868986,3941.920864410046
Pingelap,Anous_minutus,3387.175109903583,50.609714770045,12496.849213360603
Pukapuka,Anous_minutus,1357.367327215486,23.90339179675501,5154.321502348552
Pukarua,Anous_minutus,1134.7216567958421,19.06246184285808,4256.546220876476
Rakahanga,Anous_minutus,1184.5922410961368,23.938259325305506,4591.912312462471
Rangiroa,Anous_minutus,3120.185748562183,44.035137483508855,11243.807019390637
Raroia,Anous_minutus,2024.7755861302126,35.7577605536511,7945.273579063567
Reao,Anous_minutus,1178.1667640463581,16.853687868572518,4778.478139971616
Reitoru,Anous_minutus,1462.7476539445263,33.29583789965426,5687.544267249166
Rongelap,Anous_minutus,6815.45247964233,110.45227380614615,25107.733023918514
Rongerik,Anous_minutus,4451.262247832479,90.64586353697442,17223.611646963313
Sapwuahfik,Anous_minutus,3364.0762265455955,50.19405384736793,12632.284058835052
Satawan,Anous_minutus,3033.5900886956774,44.619274943928055,10868.694059259265
Tabiteuea,Anous_minutus,10141.379486877215,162.9484386345947,40529.12767884439
Taiaro,Anous_minutus,1716.1739378200928,35.22688386351389,6539.627228881253
Takapoto,Anous_minutus,1941.8098780899436,35.53141129250526,7683.324078562644
Takume,Anous_minutus,1228.3789619411582,22.56859281729227,4752.690408395477
Tarawa,Anous_minutus,14287.557003020645,162.56508100472607,52869.72228981809
Tatakoto,Anous_minutus,1696.7203279345479,26.789913588427122,6818.879529640057
Teraina,Anous_minutus,4427.70573852617,71.10031934657752,16423.91598822138
Tetiaroa,Anous_minutus,1533.3127619390564,29.112627883571697,6073.795835895793
Tikehau,Anous_minutus,2832.98356665706,48.23697247162037,11348.628621650936
Tongareva,Anous_minutus,3923.775331417285,74.84777503864392,14839.012591096165
Ujae,Anous_minutus,6209.380214592466,113.04852679468806,22401.33231664153
Ujelang,Anous_minutus,5314.209336143238,101.5426013347868,20334.764842836576
Ulithi,Anous_minutus,13164.116656529457,152.91620372165048,50246.644813818406
Vairaatea,Anous_minutus,1475.773056452366,32.794602709129116,5595.881301884905
Vaitupu,Anous_minutus,1962.2099275878754,35.14265251944646,7297.096413833446
Wailagilala,Anous_minutus,7817.372766627691,107.43933305707841,29960.0881939605
Wotho,Anous_minutus,5628.851878192947,108.77079774130418,22400.34901438411
Wotje,Anous_minutus,5958.157404547896,107.72073628755778,22383.823301477845
Cocos,Anous_tenuirostris,13669.515350926025,82.9685975091304,51820.71358545096
Apataki,Anous_ceruleus,185.62206680862474,2.196777081088415,755.1745892655831
Aratika,Anous_ceruleus,154.90426195115418,2.056424970243403,597.2546928705788
Hao,Anous_ceruleus,185.10591965365873,1.6603155405511245,720.3274814845439
Maria_Est,Anous_ceruleus,145.28389032132588,1.3093906018851686,525.6382450969302
Rangiroa,Anous_ceruleus,214.42694023830285,1.4480590974940393,777.6307881201469
Raroia,Anous_ceruleus,164.93894946363943,1.6359893513596284,598.8532524169457
Scilly,Anous_ceruleus,109.56164177569757,1.4425761044333498,420.4596202412896
Tabuaeran,Anous_ceruleus,272.05331302950157,3.264216646845645,1064.6225469934552
Teraina,Anous_ceruleus,190.5776546877638,2.101567316926743,677.7349448087318
Tikehau,Anous_ceruleus,190.63340530488477,1.7777364727430205,690.9028234946766
Tongareva,Anous_ceruleus,146.63943700646007,2.148650946942139,582.1806567504201
Abemama,Gygis_alba,1677.2842791347132,28.810588584234885,6580.426942199178
Addu,Gygis_alba,1467.4291590189598,25.109471688117686,5781.346656522642
Ailuk,Gygis_alba,2385.510557607116,44.1304276193516,9055.934334678172
Anaa,Gygis_alba,2316.500024557777,41.39459553348257,8879.230919437616
Ant,Gygis_alba,376.18312532927655,4.177657581723024,1488.648954120643
Anuanuraro,Gygis_alba,1332.3522786388826,27.12565531287136,4979.409085739581
Anuanurunga,Gygis_alba,1072.6180668515276,24.007150816071647,4371.414358222629
Apataki,Gygis_alba,1693.3275391689358,34.121838958925785,6412.834455767468
Aranuka,Gygis_alba,1372.7775944623022,24.370256128517493,5489.153452497956
Aratika,Gygis_alba,1694.113490944533,29.71042867479598,6398.96688857994
Arno,Gygis_alba,1232.8226632549624,22.32841812817879,4806.61261116824
Aur,Gygis_alba,1500.0165980065158,27.089407431959557,5466.473250423826
Beautemps-Beaupre,Gygis_alba,605.6619500553714,6.8347783142302,2426.018555665636
Fakahina,Gygis_alba,2172.0385830647224,45.766133740051544,8498.967711352007
Fakaofo,Gygis_alba,1131.4568084930395,21.075084956259566,4337.396017429117
Hao,Gygis_alba,4065.144367995006,63.97747234589953,16602.333714117744
Hereheretui,Gygis_alba,1690.790533427446,37.955209952964566,6545.043722031474
Kapingamarangi,Gygis_alba,1076.5257011241497,19.872387807469583,4172.737456554383
Kauehi,Gygis_alba,1719.4731045960123,36.25076384366683,6646.169458115409
Kaukura,Gygis_alba,1512.2394936997437,31.30525465972492,5925.229897089884
Lae,Gygis_alba,1131.369622448669,23.380904051288805,4292.611385123675
Likiep,Gygis_alba,2222.524771634272,39.91427103578158,8145.388960908933
Lukunor,Gygis_alba,518.5015024613402,8.678842140150389,2057.11373093516
Maiana,Gygis_alba,1534.097860510885,24.637127682013652,6162.07301557165
Majuro,Gygis_alba,1132.343696527412,18.157605065521825,4367.645342712264
Manihi,Gygis_alba,1839.8759129943387,34.8297188582864,7005.386133989225
Manihiki,Gygis_alba,1566.2862523094414,31.569805493384873,6395.144587379236
Marakei,Gygis_alba,1304.425295803343,18.376181532859018,5346.631805381994
Maria_Est,Gygis_alba,1679.522447158856,33.73334552450329,6238.3946622652065
Marutea_Sud,Gygis_alba,2860.8505275558114,53.4118165134648,10425.580580714317
Mataiva,Gygis_alba,1316.414417127943,27.254905547978716,5193.9938231149945
Matureivavao,Gygis_alba,1502.4538185157705,29.092466968897327,5631.051995124525
Mili,Gygis_alba,1493.5335302493334,24.830328277183774,5787.6726367303045
Mokil,Gygis_alba,587.3668568725157,9.803723120398628,2195.82726427655
Moruroa,Gygis_alba,2802.136314457807,53.37183578352966,10917.73706821666
Motu_One,Gygis_alba,978.3510358979386,18.33899040059641,3592.1619652594704
Namoluk,Gygis_alba,528.5245167965711,8.537826323616512,1976.9569424592385
Namu,Gygis_alba,1591.3617401067918,26.89120360033632,5936.401917240904
Napuka,Gygis_alba,2410.332535541306,51.487805483767374,9118.81359487266
Nengonengo,Gygis_alba,2266.1474128191007,51.30675345604292,8751.293542594842
Ngcheangel,Gygis_alba,214.00906980674264,2.7099812270963435,826.1119174400867
Niau,Gygis_alba,969.3903055187593,19.929284951652928,3807.6446993160384
Ninigo,Gygis_alba,564.4357402566842,8.318300880076146,2048.8712593483688
Niutao,Gygis_alba,723.5247333879794,12.920165260383627,2728.430121019858
Nonouti,Gygis_alba,2123.683232325271,37.12364478007791,8438.843795819015
Nuguria,Gygis_alba,407.69553842933396,5.415468546694573,1621.1664586931793
Nukapu,Gygis_alba,216.47239240835086,2.9356037344532524,868.5600445045277
Nukulaelae,Gygis_alba,839.34814136982,17.67018046967416,3338.9814696623794
Nukumanu,Gygis_alba,623.5565438258674,10.581695968538737,2343.8079921040903
Nukutepipi,Gygis_alba,1181.6278023329455,26.178155277090752,4581.949696687143
Onotoa,Gygis_alba,2204.995608028272,33.01559284692312,8084.81074267037
Ontong_Java,Gygis_alba,787.7958910950744,11.942211208730802,3017.994578924494
Oroluk,Gygis_alba,507.8589871100052,8.504812046459277,1987.274931613095
Pakin,Gygis_alba,381.62771265356326,4.894529432203102,1443.947203324751
Palmerston,Gygis_alba,1612.772289188711,30.000896815294002,5785.840162418394
Pinaki,Gygis_alba,1324.177327164335,28.247127365785175,4879.691292483993
Pingelap,Gygis_alba,523.0506283367318,8.9174166322818,1958.0904787323789
Pukapuka,Gygis_alba,1142.3925664602823,20.65899176597016,4487.760836578664
Puka-Puka,Gygis_alba,2476.557264078801,49.41677364375251,9418.47179798245
Pukarua,Gygis_alba,3083.02266005147,53.09852234337098,11888.442943161821
Rakahanga,Gygis_alba,1102.032026245778,23.889838578880852,4465.651586413342
Rangiroa,Gygis_alba,2222.7500289218565,34.62567835426119,8918.981171622196
Raroia,Gygis_alba,2889.403405860194,47.724335643726306,11573.104292190672
Reao,Gygis_alba,3512.879998598628,63.48570378102669,13061.219083572314
Rongelap,Gygis_alba,2660.6294063854275,44.264602570092556,10071.847214064006
Sapwuahfik,Gygis_alba,613.7027331014907,9.183570026216387,2489.696729368749
Satawan,Gygis_alba,673.9385245002297,10.191718349299363,2447.5780350981536
Tabiteuea,Gygis_alba,3282.8729944241427,49.542451754229944,12492.662676090473
Taiaro,Gygis_alba,1433.8549396625335,31.030186952088588,5756.791183288205
Takapoto,Gygis_alba,1572.61026277727,28.847149904182317,6115.088877091028
Takume,Gygis_alba,1943.477640751655,35.18379956917211,7193.171990498599
Tarawa,Gygis_alba,1599.6628307915223,17.626134777479464,5752.412037344804
Temitangi,Gygis_alba,2939.3885217244215,63.20804036688791,11626.591247352626
Tetiaroa,Gygis_alba,829.5543452300823,15.323775818002431,3396.311765463675
Tikehau,Gygis_alba,1658.0516541443874,29.23495746498034,6576.593986161327
Tongareva,Gygis_alba,2181.0227585858806,41.81728026537659,8577.49131784404
Tupai,Gygis_alba,802.5000079576757,13.575279647732094,3196.8657840161154
Tureia,Gygis_alba,2691.219255822816,49.67844605268509,10789.747941342794
Ujae,Gygis_alba,1240.6618969388733,23.373280965094672,4632.8431694982
Ujelang,Gygis_alba,1647.7310430260447,30.140721730699223,6255.3185604846885
Ulithi,Gygis_alba,883.9617516437739,9.959473506918632,3270.63065917529
Utirik,Gygis_alba,1500.9278773754932,26.801086830179152,5913.184495888906
Vairaatea,Gygis_alba,1989.2202963849327,40.6965248954813,7506.794760295741
Vaitupu,Gygis_alba,813.6520076376062,14.13528747035032,3104.8272902399526
Vanavana,Gygis_alba,1838.7473473795915,35.6242288729692,6340.034356080206
Wailagilala,Gygis_alba,497.32461414156535,6.344872220437624,1955.8145564943948
Wotho,Gygis_alba,1423.064586831394,29.637518156519928,5595.482786284147
Wotje,Gygis_alba,1845.2357006256314,33.72778176245896,7095.137671949981
Ailuk,Onychoprion_fuscatus,64021.62951119324,1165.695157314241,265607.7256077047
Apataki,Onychoprion_fuscatus,170859.7995211979,2372.4626841572353,669896.0248433049
Aranuka,Onychoprion_fuscatus,91388.4704580124,1224.7631819277415,360601.8974055835
Astove,Onychoprion_fuscatus,149897.7168866868,2410.3947905042905,590315.2254476651
Beautemps-Beaupre,Onychoprion_fuscatus,121203.98035401093,1564.3756587420148,472206.12451520836
Bikini,Onychoprion_fuscatus,89200.96339866568,1524.1407483111807,337894.2759874418
Birnie,Onychoprion_fuscatus,101272.97898801429,1794.6202512070645,394884.3686566518
Butaritari,Onychoprion_fuscatus,41006.711589475606,534.5873442421562,154617.68769424682
Funafuti,Onychoprion_fuscatus,18419.421030943508,304.220561094463,73264.24544285578
Huon,Onychoprion_fuscatus,147731.36362148626,1816.5892352699732,551234.272542874
Jaluit,Onychoprion_fuscatus,49892.06632372106,758.5980553871079,203375.0788408627
Jemo,Onychoprion_fuscatus,25968.7487876658,402.4018436417178,103221.63607958434
Kuria,Onychoprion_fuscatus,76341.34716159693,955.4088711962421,296091.7595295135
Marutea_Sud,Onychoprion_fuscatus,118971.87252195591,1849.2999058785397,456820.30494191236
Ngcheangel,Onychoprion_fuscatus,8366.966280553897,84.06175858412095,34443.77428605613
Nonouti,Onychoprion_fuscatus,101230.55033011509,1334.059892739521,373108.4480201065
Oeno,Onychoprion_fuscatus,57004.84707177407,935.8538699353372,227664.93494406852
Onotoa,Onychoprion_fuscatus,84583.92848688435,1329.4338182482973,331932.06612176634
Ontong_Java,Onychoprion_fuscatus,36735.85405751258,319.53654864709574,132358.6061424432
Pukapuka,Onychoprion_fuscatus,16176.855127161005,268.18643850369773,64613.0150973419
Rangiroa,Onychoprion_fuscatus,186151.4122364355,1856.2233627122162,668764.3334727506
Rongerik,Onychoprion_fuscatus,81942.95409920652,1504.8931814915343,316580.8340627317
Tabuaeran,Onychoprion_fuscatus,173708.90764459732,2398.5443067253073,588460.997898502
Takaroa,Onychoprion_fuscatus,100408.24119889303,1719.0265019843928,372679.86911985837
Tetiaroa,Onychoprion_fuscatus,28909.898418007306,415.12514345419555,99078.8648429207
Tongareva,Onychoprion_fuscatus,81063.07919408458,1306.5857190875786,294918.9276054507
Ujelang,Onychoprion_fuscatus,51671.662668613084,956.8226704542321,206753.37071239584
Vaitupu,Onychoprion_fuscatus,15382.54106537736,257.1338135279415,56604.31486201509
Bikar,Onychoprion_lunatus,1822.1169343365173,18.434929240533222,6782.503159027036
Bokaak,Onychoprion_lunatus,2626.5630316671513,25.539736752097816,10996.241719647756
Manihi,Onychoprion_lunatus,4050.148019029324,44.621236862904304,15762.30743835089
Nonouti,Onychoprion_lunatus,4326.474334656762,27.228635575416515,15503.890455919784
Rangiroa,Onychoprion_lunatus,7216.501987111291,34.666756034387596,23747.141374517374
Starbuck,Onychoprion_lunatus,7343.111230657585,118.78167669798835,29404.39870044304
Tabiteuea,Onychoprion_lunatus,6490.821548553271,36.06051579038482,21658.661868182942
Tetiaroa,Onychoprion_lunatus,1545.1856720688086,14.994768964733673,5336.622579202146
Tikehau,Onychoprion_lunatus,4578.675601299158,36.22180196074785,17295.915031106728
Cosmoledo,Onychoprion_anaethetus,383.75674245885244,3.004488761258851,1497.646481685195
Beautemps-Beaupre,Sternula_nereis,1491.2853235939199,4.362403154087932,5298.805221169509
Huon,Sternula_nereis,1376.204371023245,4.6298393858689355,5210.483958317131
Surprise,Sternula_nereis,1973.199997995045,6.195330847912368,6025.646175453148
Astove,Hydroprogne_caspia,505.28940418819127,3.0929932861752385,1911.6263878345787
Addu,Sterna_sumatrana,229.0288530087749,3.561873524652698,917.6912208251539
Ailuk,Sterna_sumatrana,258.23166853928313,4.97634802545299,979.0905737248345
Aranuka,Sterna_sumatrana,290.5412011269436,3.571021240057731,1074.3128109629856
Arno,Sterna_sumatrana,169.5051763155327,2.9420788702117955,653.8312443384416
Aur,Sterna_sumatrana,223.31984595374433,3.748158904986044,821.2404698046983
Conflict,Sterna_sumatrana,171.6505064841291,2.3950341662628034,661.7449505296323
Faadhippolhu,Sterna_sumatrana,304.58682099967814,3.87604609001573,1150.0949375172127
Kapingamarangi,Sterna_sumatrana,147.7578611472927,2.3127545687269744,557.6259379811722
Lukunor,Sterna_sumatrana,92.89695095085179,1.3512268540739072,366.0057166280152
Maiana,Sterna_sumatrana,373.80700929877537,3.543571390635805,1453.1217254663318
Majuro,Sterna_sumatrana,167.96342621386668,2.5142783069009016,632.4313011089894
Manihiki,Sterna_sumatrana,243.28499126416224,3.0277692062342263,902.2676596867303
Namoluk,Sterna_sumatrana,105.89083767659211,1.6842337174516497,399.8598333153594
Namu,Sterna_sumatrana,234.14833732273613,3.982877165538594,872.7512315023098
Ninigo,Sterna_sumatrana,178.60425287380133,2.1049115740330198,703.3986622817087
Nonouti,Sterna_sumatrana,308.3403807209523,4.260627155956008,1182.7908063275663
Nuguria,Sterna_sumatrana,177.7049799469917,1.9790366338645502,703.6850534163106
Nukumanu,Sterna_sumatrana,210.85375623727083,2.889863467919248,866.6608500721271
Nukuoro,Sterna_sumatrana,110.85919343568462,1.8124853874711149,451.178936434184
Onotoa,Sterna_sumatrana,297.13155679649185,4.2049992445524,1201.1318955688375
Ontong_Java,Sterna_sumatrana,221.6914195405315,2.5084554285513705,903.4166554243795
Oroluk,Sterna_sumatrana,144.02685515427876,2.080265260323393,594.4161823418096
Pakin,Sterna_sumatrana,80.14743660760556,0.9193928928474017,303.50138049474856
Qelelevu,Sterna_sumatrana,251.67148487108696,3.137501044807026,904.7194363274733
Rakahanga,Sterna_sumatrana,209.72105230686782,3.1845634552200135,885.0342661774464
Rongelap,Sterna_sumatrana,303.43029750319937,4.973855911633072,1043.978993303136
Sapwuahfik,Sterna_sumatrana,102.75011910415367,1.5665417991502433,395.7463859855356
Satawan,Sterna_sumatrana,112.6976375067117,1.4641511131320324,421.0809134756219
Takuu,Sterna_sumatrana,197.9673380305844,2.333125638047399,746.7716011650186
