atoll,region,species,median,lower,upper
Abemama,Micronesia,Anous_stolidus,746.8651582994408,41.960741891641035,13816.188192595644
Addu,Indian_Ocean,Anous_stolidus,746.5778994279678,39.72660678843223,13517.834941522575
Ahe,Polynesia,Anous_stolidus,483.86222180205186,27.410295917439587,8919.725092004885
Ailuk,Micronesia,Anous_stolidus,1327.608372789324,75.92471401066229,23210.404282856816
Anaa,Polynesia,Anous_stolidus,943.0955747920004,53.05428937640262,16576.176831962155
Ant,Micronesia,Anous_stolidus,60.05231497575551,2.8428286753718006,1271.1686190393773
Anuanuraro,Polynesia,Anous_stolidus,552.1888485644912,32.45298751555614,9124.40023225554
Anuanurunga,Polynesia,Anous_stolidus,478.2054979449243,27.676992002357007,8348.003383805037
Apataki,Polynesia,Anous_stolidus,666.0996321094017,37.3050685534865,11936.171867517183
Aratika,Polynesia,Anous_stolidus,541.6410838243642,31.9994332690282,9392.158549529371
Arno,Micronesia,Anous_stolidus,533.218382167996,29.917571775877214,9739.309960282484
Arutua,Polynesia,Anous_stolidus,644.5322416984092,35.017148199080495,11844.771243999028
Aur,Micronesia,Anous_stolidus,728.5974346321755,43.036061973393004,12983.656830375301
Butaritari,Micronesia,Anous_stolidus,756.0788797177072,40.97315803972521,14196.241188349348
Etal,Micronesia,Anous_stolidus,111.12235317737291,5.954089037487022,2028.6410004623585
Fakahina,Polynesia,Anous_stolidus,831.6198788733484,48.80199631942681,14970.484969914083
Fakaofo,Polynesia,Anous_stolidus,427.1339792861372,23.774051532528798,7420.428965307476
Hao,Polynesia,Anous_stolidus,933.7746516322251,47.37707198286175,17507.677328121972
Hereheretui,Polynesia,Anous_stolidus,1105.9955520591066,65.6888221064897,18703.592678164703
Kapingamarangi,Micronesia,Anous_stolidus,419.4597262080154,23.407092877408395,7527.930067521626
Kauehi,Polynesia,Anous_stolidus,553.1631011330029,31.00876035519033,9780.860582971403
Kaukura,Polynesia,Anous_stolidus,618.5588008286479,35.32483729283662,11005.13956320114
Lae,Micronesia,Anous_stolidus,606.976584748701,35.354738490798475,10506.98816204695
Likiep,Micronesia,Anous_stolidus,1168.2695893154316,67.13617884049081,19871.02264331154
Losap,Micronesia,Anous_stolidus,187.42165472302455,9.571490750980292,3638.9569890932557
Lukunor,Micronesia,Anous_stolidus,139.3055488410339,7.179540501266287,2639.0662371448125
Maiana,Micronesia,Anous_stolidus,717.1441910047262,37.54391412920279,13708.1828480628
Majuro,Micronesia,Anous_stolidus,482.8629975856624,25.55346067215293,9405.033928714658
Manihi,Polynesia,Anous_stolidus,653.0539748225585,37.55854169267409,11335.210643915807
Manihiki,Polynesia,Anous_stolidus,515.4600087442828,29.789946100429116,9176.037837323081
Marakei,Micronesia,Anous_stolidus,639.6692520535028,32.9307350936139,12081.49510873162
Maria_Est,Polynesia,Anous_stolidus,392.7677056650487,21.695835175297763,7032.673343487521
Marutea_Sud,Polynesia,Anous_stolidus,988.8469808035742,55.138751405013444,17449.85525980879
Mataiva,Polynesia,Anous_stolidus,569.3568029624231,32.62587740908505,9796.21226510078
Matureivavao,Polynesia,Anous_stolidus,365.89462093374976,20.05665210086214,6726.3407097647705
Mili,Micronesia,Anous_stolidus,621.264809263678,33.11045694989307,11405.353452971089
