atoll,region,species,mean,lower005,upper095
Puluwat,Micronesia,Sula_dactylatra,0.08873978146493386,0.010296928823348215,0.2562486866498166
Puluwat,Micronesia,Sula_granti,0.014056037855149757,0.00021765681077392943,0.05708315883846144
Puluwat,Micronesia,Sula_leucogaster,0.3282692361642488,0.13081171861066,0.5734120189174303
Puluwat,Micronesia,Sula_sula,0.24112500106855272,0.09048214207753946,0.4411702888815193
Rasdhoo,Indian_Ocean,Anous_stolidus,0.7269662798710805,0.3429847443804137,0.96063891226696
Rasdhoo,Indian_Ocean,Anous_minutus,0.012892339510491343,0.00023437131369802628,0.05022421468297995
Rasdhoo,Indian_Ocean,Anous_tenuirostris,0.30337005715533893,0.045968457546787876,0.7070958673007018
Rasdhoo,Indian_Ocean,Anous_ceruleus,0.011527500156043844,0.00020937411042351828,0.045152727209979905
Rasdhoo,Indian_Ocean,Gygis_alba,0.5514903425207048,0.20225891881771657,0.8630208410501697
Rasdhoo,Indian_Ocean,Onychoprion_fuscatus,0.22601402822984,0.04830014877950612,0.5264903931951501
Rasdhoo,Indian_Ocean,Onychoprion_lunatus,0.003375228376729542,6.839402212631584e-5,0.01312484498494539
Rasdhoo,Indian_Ocean,Onychoprion_anaethetus,0.14414547719008414,0.018311376184697067,0.40663003126530056
Rasdhoo,Indian_Ocean,Sternula_nereis,0.009027077204221669,0.00012863437986897696,0.03675584185035778
Rasdhoo,Indian_Ocean,Sternula_saundersi,0.04091083150397982,0.0016508917203684297,0.15296043559425385
Rasdhoo,Indian_Ocean,Hydroprogne_caspia,0.15743946665184375,0.017268451483658832,0.4553607133520557
Rasdhoo,Indian_Ocean,Sterna_dougallii,0.24426839431731218,0.040752030076693965,0.5940030383515147
Rasdhoo,Indian_Ocean,Sterna_sumatrana,0.6185502597245696,0.2690010088609387,0.8983640565369195
Rasdhoo,Indian_Ocean,Thalasseus_bergii,0.38644080902302985,0.09812179330447517,0.7480938345352929
Rasdhoo,Indian_Ocean,Thalasseus_bengalensis,0.059410554099451555,0.007229650350636409,0.17748366703073426
Rasdhoo,Indian_Ocean,Phaethon_lepturus,0.46572372702235015,0.14998964450924726,0.8040883780280199
Rasdhoo,Indian_Ocean,Phaethon_rubricauda,0.07382436297852245,0.014130730108312247,0.19074564108649752
Rasdhoo,Indian_Ocean,Phoebastria_immutabilis,0.0034957857644594263,6.709484835903603e-5,0.013811658395597733
Rasdhoo,Indian_Ocean,Phoebastria_nigripes,0.00530352104416269,0.00012444625870384834,0.020465275439941505
Rasdhoo,Indian_Ocean,Phoebastria_albatrus,0.00640768241795516,8.979142386428182e-5,0.026565855419852066
Rasdhoo,Indian_Ocean,Nesofregetta_fuliginosa,0.012474046493993777,0.0002018550653637648,0.04954699206479916
Rasdhoo,Indian_Ocean,Hydrobates_tristrami,0.010546121238089057,0.00019602157252227,0.04125025957823613
Rasdhoo,Indian_Ocean,Pterodroma_neglecta,0.023826604487951965,0.0002849447134999852,0.09887681377922256
Rasdhoo,Indian_Ocean,Pterodroma_heraldica,0.02416193934304435,0.0004028972500143345,0.09535909155134817
Rasdhoo,Indian_Ocean,Pterodroma_ultima,0.06815340181417345,0.0007425119378150604,0.2937995022994526
Rasdhoo,Indian_Ocean,Pterodroma_hypoleuca,0.009950671928544317,0.00022858913675928753,0.037839152329384694
Rasdhoo,Indian_Ocean,Pterodroma_alba,0.011646092084101532,0.00019914058793143183,0.046405305641182976
Rasdhoo,Indian_Ocean,Bulweria_bulwerii,0.010176471095022429,0.00012496713817407095,0.04233042570191565
Rasdhoo,Indian_Ocean,Ardenna_pacifica,0.08258146661483769,0.02291850280884494,0.18090761811050604
Rasdhoo,Indian_Ocean,Puffinus_nativitatis,0.005712910083736488,0.00011966123666822723,0.0222053369084588
Rasdhoo,Indian_Ocean,Puffinus_bailloni,0.0941417995068172,0.018590594580599383,0.23084726001361422
Rasdhoo,Indian_Ocean,Fregata_ariel,0.18859955566049239,0.023878014505236682,0.5166414651615344
Rasdhoo,Indian_Ocean,Fregata_minor,0.2838365205408367,0.0609060260092749,0.6269251479518825
Rasdhoo,Indian_Ocean,Sula_dactylatra,0.016753578161866033,0.0008134743597464269,0.062493419895119334
Rasdhoo,Indian_Ocean,Sula_granti,0.0023992568160641475,1.6846127663345035e-5,0.010115461965120368
Rasdhoo,Indian_Ocean,Sula_leucogaster,0.06264753313307207,0.009678110031866291,0.1761582528504814
Rasdhoo,Indian_Ocean,Sula_sula,0.39916816413103584,0.12259719525368931,0.7371025160222627
Ravahere,Polynesia,Anous_stolidus,0.9455571445584825,0.8256195503155235,0.9956036971278951
Ravahere,Polynesia,Anous_minutus,0.8327324913637225,0.6285671057086456,0.9572622946157735
Ravahere,Polynesia,Anous_tenuirostris,0.006651322002166724,9.628428852192837e-5,0.026112735125185138
Ravahere,Polynesia,Anous_ceruleus,0.10791028429196653,0.02424359594692558,0.2664353999929808
Ravahere,Polynesia,Gygis_alba,0.8465522527474717,0.5981718191833921,0.9777623802002916
Ravahere,Polynesia,Onychoprion_fuscatus,0.49152933139407123,0.20722878753450608,0.8003652876831788
Ravahere,Polynesia,Onychoprion_lunatus,0.1373656161574859,0.03633680569627055,0.31818584303597436
Ravahere,Polynesia,Onychoprion_anaethetus,0.00640321720305051,0.00011523962800283894,0.02527726901574313
Ravahere,Polynesia,Sternula_nereis,0.004545032539198114,9.526072919044588e-5,0.0177338331058406
Ravahere,Polynesia,Sternula_saundersi,0.009697513981854311,0.00013464605464680014,0.04005806762830392
Ravahere,Polynesia,Hydroprogne_caspia,0.003904856390294745,8.659722227779148e-5,0.01517718152145795
Ravahere,Polynesia,Sterna_dougallii,0.003985462575139296,9.313224411402437e-5,0.015076270178093895
Ravahere,Polynesia,Sterna_sumatrana,0.07411516925787458,0.013177016978416538,0.20677421840546586
Ravahere,Polynesia,Thalasseus_bergii,0.22910371759965664,0.04330155596103863,0.5525599188758609
Ravahere,Polynesia,Thalasseus_bengalensis,0.008293176654680016,0.000135870756137534,0.03362707703739718
Ravahere,Polynesia,Phaethon_lepturus,0.11480294093078117,0.024792643796428166,0.29169880130712245
Ravahere,Polynesia,Phaethon_rubricauda,0.2837658231311993,0.11879162362869836,0.4950925929119475
Ravahere,Polynesia,Phoebastria_immutabilis,0.029675933272846924,0.0026730905515750607,0.09905166962501256
Ravahere,Polynesia,Phoebastria_nigripes,0.003365403856321499,0.0004554030856944134,0.009705986621937116
Ravahere,Polynesia,Phoebastria_albatrus,0.01873547206680112,0.0012622951749695775,0.0658803500492447
Ravahere,Polynesia,Nesofregetta_fuliginosa,0.013011458375519945,0.001103555195213153,0.041591058557085725
Ravahere,Polynesia,Hydrobates_tristrami,0.024107322072331336,0.0028494807614822056,0.07299321489512937
Ravahere,Polynesia,Pterodroma_neglecta,0.005867105593022165,0.0003311053035593898,0.020556121509856296
Ravahere,Polynesia,Pterodroma_heraldica,0.003689495985816639,0.0003882296264048913,0.011316441608262656
Ravahere,Polynesia,Pterodroma_ultima,0.009560681823142557,0.0002722869859996799,0.03722836803288294
Ravahere,Polynesia,Pterodroma_hypoleuca,0.02009804732889181,0.0031220481188176004,0.05526850911615554
Ravahere,Polynesia,Pterodroma_alba,0.019355917871438366,0.00277849318146474,0.05611420538139805
Ravahere,Polynesia,Bulweria_bulwerii,0.05162681664939845,0.003670137254264993,0.1850816645639382
Ravahere,Polynesia,Ardenna_pacifica,0.03593563156704938,0.009754748367526128,0.08158068986850325
Ravahere,Polynesia,Puffinus_nativitatis,0.04044884563309486,0.010548275543655792,0.09401346814179581
Ravahere,Polynesia,Puffinus_bailloni,0.015322306504442232,0.0019046590804356253,0.044073425360967006
Ravahere,Polynesia,Fregata_ariel,0.35057062741967093,0.07907369891794425,0.7593964626840435
Ravahere,Polynesia,Fregata_minor,0.4042046667712031,0.13924043290257637,0.729495768695269
Ravahere,Polynesia,Sula_dactylatra,0.8462758207287394,0.5523947719170397,0.9862144746782923
Ravahere,Polynesia,Sula_granti,0.2838507129158359,0.02038787888568341,0.7834264200188509
Ravahere,Polynesia,Sula_leucogaster,0.6555864646329155,0.3334925844004773,0.9014269775288772
Ravahere,Polynesia,Sula_sula,0.6768357422687293,0.38720579852893305,0.9029442392888756
Redlick,Melanesia,Anous_stolidus,0.25489982901977304,0.01065826545919167,0.7505379330841765
Redlick,Melanesia,Anous_minutus,0.1628445846755017,0.01462878411068535,0.49761238216189674
Redlick,Melanesia,Anous_tenuirostris,0.0068844962562400564,1.8674652243966395e-5,0.029080902682463473
Redlick,Melanesia,Anous_ceruleus,0.0015737134590567917,1.0536754855064234e-5,0.006548072250607368
Redlick,Melanesia,Gygis_alba,0.24262694367518226,0.016245431573407066,0.6980720661351347
Redlick,Melanesia,Onychoprion_fuscatus,0.008279788481157329,0.0003174293207008746,0.03175029251130683
Redlick,Melanesia,Onychoprion_lunatus,0.0017212496923244608,1.2970851619540856e-5,0.007240969115626404
Redlick,Melanesia,Onychoprion_anaethetus,0.021232783950918193,0.00034911731346647427,0.09027984849564621
Redlick,Melanesia,Sternula_nereis,0.04551803677449162,0.0011836426251186649,0.18923100531430798
Redlick,Melanesia,Sternula_saundersi,0.02404797647193137,9.989772957481453e-5,0.11379854501408675
Redlick,Melanesia,Hydroprogne_caspia,0.0016420357695700893,6.073229101330189e-6,0.00668614850108064
Redlick,Melanesia,Sterna_dougallii,0.008262605977818359,0.00016694900761540248,0.032880342701535094
Redlick,Melanesia,Sterna_sumatrana,0.10092700188449095,0.0053904791072825285,0.36235675575693926
Redlick,Melanesia,Thalasseus_bergii,0.19696490144850448,0.014397224601023285,0.6129738171172959
Redlick,Melanesia,Thalasseus_bengalensis,0.0057272179050436925,6.366817722982323e-5,0.02392188103552975
Redlick,Melanesia,Phaethon_lepturus,0.052822911473446685,0.0026713074522915718,0.19520150092782662
Redlick,Melanesia,Phaethon_rubricauda,0.10477899947200954,0.009620465055371482,0.32817572929399247
