atoll,Anous_stolidus,Anous_minutus,Anous_tenuirostris,Anous_ceruleus,Gygis_alba,Onychoprion_fuscatus,Onychoprion_lunatus,Onychoprion_anaethetus,Sternula_nereis,Sternula_saundersi,Hydroprogne_caspia,Sterna_dougallii,Sterna_sumatrana,Thalasseus_bergii,Thalasseus_bengalensis,Phaethon_lepturus,Phaethon_rubricauda,Phoebastria_immutabilis,Phoebastria_nigripes,Phoebastria_albatrus,Nesofregetta_fuliginosa,Hydrobates_tristrami,Pterodroma_neglecta,Pterodroma_heraldica,Pterodroma_ultima,Pterodroma_hypoleuca,Pterodroma_alba,Bulweria_bulwerii,Ardenna_pacifica,Puffinus_nativitatis,Puffinus_bailloni,Fregata_ariel,Fregata_minor,Sula_dactylatra,Sula_granti,Sula_leucogaster,Sula_sula
Puluwat,0.8768,0.8214,0.0286,0.0376,0.8252,0.2854,0.07,0.0316,0.0292,0.043,0.0358,0.0358,0.569,0.6962,0.0406,0.183,0.1064,0.043,0.029,0.0384,0.0376,0.0298,0.028,0.0488,0.0356,0.0334,0.028,0.0374,0.076,0.0398,0.0248,0.126,0.493,0.1388,0.063,0.4336,0.42
Rasdhoo,0.5082,0.0652,0.2126,0.0506,0.411,0.3346,0.048,0.156,0.0722,0.0808,0.168,0.2008,0.515,0.4104,0.1978,0.4094,0.1198,0.0484,0.0566,0.0554,0.0504,0.0494,0.0694,0.1222,0.0842,0.0646,0.0866,0.0412,0.1482,0.0596,0.1302,0.1636,0.2376,0.1246,0.07,0.1706,0.3676
Ravahere,0.8924,0.7652,0.0244,0.146,0.868,0.3094,0.1582,0.0246,0.0226,0.0368,0.024,0.0232,0.072,0.181,0.0328,0.113,0.348,0.0548,0.0308,0.037,0.0398,0.0502,0.0634,0.0326,0.0818,0.0474,0.0364,0.0646,0.0746,0.0728,0.042,0.2666,0.3604,0.4008,0.0716,0.4922,0.614
Redlick,0.4888,0.3816,0.0474,0.0296,0.3328,0.0706,0.0396,0.0772,0.1556,0.0498,0.0242,0.039,0.2312,0.2792,0.0486,0.117,0.1684,0.0606,0.0414,0.0666,0.0442,0.032,0.0296,0.0552,0.0338,0.0306,0.0364,0.0332,0.1006,0.0204,0.0424,0.2958,0.1434,0.281,0.1628,0.3908,0.2108
Rekareka,0.94,0.8572,0.0414,0.2438,0.9112,0.4802,0.1838,0.0474,0.043,0.0674,0.0454,0.0454,0.1498,0.269,0.0304,0.2338,0.4546,0.0782,0.083,0.0548,0.0646,0.077,0.1774,0.0482,0.135,0.0938,0.0778,0.1048,0.1316,0.1404,0.0754,0.394,0.5094,0.3708,0.0638,0.5762,0.7698
Ringgold,0.6902,0.6446,0.0764,0.069,0.4704,0.2074,0.0574,0.1288,0.1914,0.0846,0.0684,0.1192,0.49,0.444,0.0596,0.2964,0.1622,0.1046,0.0956,0.1032,0.068,0.068,0.0866,0.093,0.0592,0.0732,0.0664,0.0754,0.2476,0.067,0.0732,0.4222,0.314,0.3478,0.2104,0.5148,0.4568
Rowa,0.6254,0.489,0.086,0.0516,0.4636,0.1088,0.0638,0.1298,0.215,0.1162,0.0478,0.0744,0.3432,0.433,0.1024,0.193,0.1906,0.1174,0.051,0.1332,0.084,0.0734,0.0512,0.1376,0.0568,0.0442,0.037,0.0754,0.1634,0.0346,0.074,0.4034,0.2194,0.3562,0.2196,0.5584,0.2866
Sama,0.4718,0.3232,0.0504,0.0188,0.343,0.084,0.0552,0.0806,0.1798,0.0678,0.0294,0.0444,0.248,0.2416,0.054,0.1374,0.1582,0.058,0.0348,0.0722,0.0458,0.0332,0.021,0.1186,0.0388,0.0338,0.042,0.0326,0.0824,0.0212,0.0506,0.2996,0.161,0.254,0.1264,0.371,0.23
Samasuma,0.46,0.3146,0.0466,0.0252,0.3424,0.0678,0.057,0.0784,0.171,0.058,0.0226,0.0364,0.2264,0.2368,0.0594,0.1186,0.1552,0.056,0.034,0.0688,0.0464,0.031,0.0228,0.1,0.0436,0.0244,0.0372,0.0284,0.082,0.0182,0.0474,0.2912,0.1434,0.2408,0.1214,0.352,0.194
Taenga,0.9058,0.8048,0.0342,0.1652,0.89,0.3044,0.2194,0.0312,0.0274,0.0358,0.0234,0.0232,0.0798,0.195,0.06,0.1146,0.3918,0.0604,0.032,0.0408,0.0478,0.0518,0.0564,0.0432,0.0866,0.0516,0.0402,0.074,0.0916,0.0702,0.0468,0.3168,0.3602,0.2912,0.0374,0.5372,0.6294
Tauere,0.94,0.8744,0.0478,0.263,0.919,0.508,0.2122,0.0474,0.037,0.0606,0.0486,0.0524,0.1536,0.2622,0.0336,0.2318,0.4292,0.0804,0.0746,0.0592,0.0638,0.0914,0.1532,0.0604,0.1556,0.095,0.0796,0.109,0.1472,0.1534,0.0742,0.4082,0.5366,0.3756,0.0548,0.5938,0.7858
Tenaruga,0.8894,0.7132,0.022,0.113,0.8334,0.3192,0.1076,0.0192,0.0202,0.0506,0.0296,0.0292,0.0898,0.1936,0.0328,0.1236,0.2048,0.0584,0.0236,0.0356,0.0346,0.0464,0.0712,0.0418,0.0926,0.0646,0.0248,0.0604,0.0652,0.0738,0.039,0.2294,0.3824,0.534,0.1248,0.5008,0.6272
Tepoto,0.881,0.7236,0.0254,0.1204,0.8516,0.2732,0.125,0.025,0.0334,0.0378,0.0164,0.0158,0.0614,0.1824,0.0178,0.1012,0.4626,0.0426,0.0614,0.0348,0.0348,0.0412,0.1018,0.0236,0.0758,0.0398,0.0586,0.0532,0.0616,0.0582,0.0418,0.2634,0.2956,0.3214,0.0434,0.4514,0.5698
Thiladhunmathi,0.595,0.1244,0.2638,0.1086,0.4572,0.4092,0.0992,0.175,0.074,0.0818,0.2432,0.287,0.5932,0.4578,0.3892,0.488,0.1098,0.0802,0.053,0.0748,0.0704,0.0686,0.0608,0.1616,0.1202,0.0994,0.088,0.0526,0.264,0.0982,0.172,0.2052,0.3168,0.1158,0.068,0.2258,0.4796
Tuanake,0.8744,0.699,0.0214,0.103,0.8446,0.213,0.1404,0.0228,0.0252,0.0302,0.0152,0.0102,0.048,0.1472,0.0308,0.0746,0.41,0.0414,0.026,0.029,0.0348,0.0402,0.0488,0.025,0.0632,0.0274,0.0342,0.0492,0.0584,0.0448,0.0412,0.2486,0.243,0.3124,0.0422,0.456,0.481
Vahitahi,0.951,0.8946,0.0466,0.3034,0.917,0.569,0.2036,0.0474,0.0406,0.0724,0.0604,0.066,0.2004,0.3202,0.0536,0.2796,0.3694,0.0944,0.0716,0.0504,0.0678,0.0916,0.1754,0.0528,0.157,0.114,0.0704,0.127,0.1696,0.179,0.0732,0.3936,0.5954,0.4468,0.0718,0.6324,0.8184
West_Fayu,0.9238,0.9208,0.0402,0.0816,0.868,0.4482,0.0738,0.048,0.0486,0.0572,0.0656,0.0668,0.707,0.7988,0.0288,0.3022,0.1862,0.057,0.11,0.051,0.0506,0.0496,0.101,0.034,0.0524,0.0544,0.0592,0.0612,0.179,0.089,0.0408,0.179,0.6246,0.1292,0.0704,0.479,0.633
Woleai,0.9176,0.9086,0.0406,0.0792,0.848,0.4456,0.0886,0.041,0.0324,0.0426,0.0666,0.0534,0.7,0.7782,0.0636,0.2854,0.1096,0.0668,0.0514,0.0446,0.0426,0.044,0.0536,0.0548,0.0516,0.0634,0.033,0.051,0.1646,0.0844,0.0368,0.167,0.6196,0.1232,0.0506,0.4742,0.593
