atoll,median_excretedN,lower_excretedN,upper_excretedN,median_excretedP,lower_excretedP,upper_excretedP,median_NH3emit,lower_NH3emit,upper_NH3emit,median_bird_C,lower_bird_C,upper_bird_C
Abemama,1461.6462081526179,39.61281794283817,11071.180589504083,243.6077013587697,6.602136323806364,1845.1967649173475,212.9827331879529,5.772153471670704,1613.229171613452,321448.1523478919,9612.72508891653,2.3907701493604435e6
Addu,721.9267562657762,15.30948337734245,6114.883877103923,120.32112604429605,2.551580562890409,1019.1473128506539,105.1950416272988,2.230810434984186,891.0259363780003,156290.38782094966,2283.910443716287,1.3755850183294956e6
Ahe,1510.8645088838214,27.0674274850226,12422.724328226872,251.81075148063695,4.511237914170433,2070.454054704479,220.15454272307113,3.944110862103293,1810.1684021130586,292673.94235293556,5508.782708193939,2.293004703518375e6
Ailuk,12660.748362573777,489.13906034391914,131846.0208219555,2110.124727095629,81.52317672398652,21974.33680365925,1519.3403121480637,61.585586230103175,13207.773912979901,3.067666616443274e6,157224.9743363608,3.2036794403249018e7
Anaa,515.4589063694578,6.969178097613379,4104.309959737538,85.90981772824298,1.161529682935563,684.0516599562563,75.10972635669242,1.0155088085093782,598.0565941331839,115369.46299074366,2104.059146413466,922391.4870713393
Ant,3396.588489191783,3360.990116419691,3850.3511348861766,566.0980815319638,560.1650194032818,641.725189147696,494.9314655679454,489.74427410686917,561.0511653691285,705868.873762468,698091.1049239397,803530.4781505576
Anuanuraro,994.0307676121466,70.60010319444197,5322.920602531096,165.67179460202448,11.766683865740328,887.1534337551826,144.84448328062706,10.287443608332973,775.6255735116739,210851.50960283977,11834.274606136041,1.1348656981473155e6
Anuanurunga,3265.935219233229,116.06174346840886,21902.481438396964,544.3225365388716,19.34362391140148,3650.4135730661615,475.893417659699,16.91185404825386,3191.504438166415,641737.9035101247,27682.283164047512,4.21961893942876e6
Apataki,35313.31419082687,297.64797470602315,581355.1902510836,5885.5523651378135,49.6079957843372,96892.53170851395,5145.6543535204855,43.37156202859194,84711.75629372933,8.254706281396671e6,66519.93508652311,1.3623298619733763e8
Aratika,2163.748507800421,122.04099009658535,14176.20497353791,360.6247513000701,20.340165016097558,2362.7008289229852,315.28906827948987,17.78311569978815,2065.675581858381,422174.45491159055,25893.801962831494,2.62511041122697e6
Arno,1206.5932531754875,29.851537816227705,8941.358906214293,201.0988755292479,4.975256302704618,1490.2264843690486,175.81787403414245,4.349795510364608,1302.8837263340824,264504.7632595463,5793.489934874811,1.9140516936246592e6
Arutua,505.84552934593944,3.67606096528584,4203.876576593113,84.30758822432324,0.6126768275476401,700.6460960988521,73.70891999040832,0.5356545977987938,612.5648725892821,111195.78333038735,1186.7788860890198,917027.0131320878
Aur,1218.390958137545,46.32692958545345,7939.999722186403,203.0651596895909,7.7211549309089085,1323.3332870310671,177.53696818575656,6.75049545388036,1156.9713880900188,267277.2522501064,10804.42975917507,1.712176146385667e6
Butaritari,8993.947107514916,1164.115955319513,66204.90004415266,1498.9911845858196,194.01932588658548,11034.150007358781,1310.5465785236022,169.6283249179861,9646.999720719392,1.8445751617656667e6,241056.86940408114,1.3897329828188982e7
Etal,117.98248395507002,1.1690536102839397,1244.0052404937367,19.663747325845005,0.1948422683806566,207.33420674895615,17.191733376310204,0.1703478117842312,181.26933504337302,25619.103112900295,251.08512065692423,266282.4838752273
Fakahina,911.1630057276407,24.2450719053638,6100.71298804474,151.86050095460678,4.040845317560634,1016.7854980074567,132.7694665488848,3.5328533347815823,888.9610354008049,202229.83092271167,5928.844721438472,1.3696659553842165e6
Fakaofo,1948.3701440773518,1272.9360395032284,5238.873637581946,324.7283573462254,212.15600658387143,873.1456062636579,283.9053638512712,185.4849657561847,763.378730047655,372843.9018768529,225448.58617761685,1.0938487315748497e6
Hao,3487.493518546355,88.16538257656354,25458.615091026182,581.2489197577258,14.69423042942726,4243.102515171031,508.17762698818314,12.846955746870686,3709.6839132638156,692123.8668703341,21806.832082527824,4.82558276714523e6
Hereheretui,901.1128796876958,27.568115602861866,5659.015726416612,150.1854799479493,4.594685933810311,943.169287736102,131.30501961163566,4.017068273559872,824.5994344207062,199610.19434880046,4648.878140425493,1.2712801516615232e6
Kapingamarangi,3785.51783909794,232.34037525022794,21821.519812964863,630.9196398496567,38.72339587503799,3636.919968827478,551.6040279828428,33.85531182217606,3179.7071727463085,736308.9962575312,46213.055776217974,4.1061282178441216e6
Kauehi,31692.691842613123,29617.61824055938,43892.156776376156,5282.115307102189,4936.269706759898,7315.359462729361,4618.077954209341,4315.71008648151,6395.714273129097,7.343433494273044e6,6.940169833373935e6,9.563524712016208e6
Kaukura,3412.8858275502052,166.38468098245278,20036.29777428628,568.814304591701,27.73078016374213,3339.382962381048,497.306220585887,24.2446249431574,2919.5748185388575,658129.7579866194,36470.40529261548,3.728412363827995e6
Lae,838.0029804415914,25.76994817779427,5009.1988035268305,139.66716340693193,4.294991362965712,834.8664672544721,122.10900572148901,3.75504959162145,729.9118256567668,186665.54819386706,9116.691805750785,1.0934771077643435e6
Likiep,4860.467761379628,198.20913532754588,30913.092353522854,810.0779602299383,33.03485588792432,5152.182058920476,708.2395880867459,28.881902576299545,4504.47917151333,943354.6914192981,39775.61066367488,5.7104161769826915e6
Losap,272.09026410452805,2.6191722737578136,2811.0639590031465,45.348377350754674,0.43652871229296897,468.51065983385774,39.64743848380266,0.3816508170332814,409.6121768833156,58824.34495495484,315.70925062314683,598258.2846896722
Lukunor,1138.513510304609,63.483400074037945,7702.08077873755,189.75225171743483,10.580566679006324,1283.680129789592,165.89768293010016,9.25043829650267,1122.3031991874714,227246.79085453274,9423.279407654845,1.4545941431929995e6
Maiana,2217.5953150338883,62.3844593211085,17884.26926007879,369.59921917231475,10.397409886851417,2980.7115433464633,323.1353173335094,9.09030692964724,2605.9935207543376,470766.04346960294,14691.292419496127,3.7264862575969705e6
Majuro,3894.8012038006773,130.50911727209296,26838.813811385317,649.1335339667796,21.751519545348827,4473.135635230888,567.5281754109558,19.017042802504974,3910.7985839447174,760972.6776815613,44531.157087871274,5.039591674288651e6
Manihi,1095.1731812328367,40.678763360748974,6924.7421170720045,182.52886353880615,6.779793893458162,1154.1236861786676,159.58237783678476,5.927476946851994,1009.0338513447778,255093.54809602338,9231.539906990249,1.6804276743869614e6
Manihiki,2695.3348796944365,189.3901985636029,17350.70689372881,449.2224799490728,31.565033093933813,2891.784482288135,392.74879675547504,27.596857504982133,2528.2458616576264,528738.3954327668,28842.512822564673,3.222830369319015e6
Marakei,1315.2485693252943,31.060246771159207,10710.346328240981,219.20809488754907,5.176707795193202,1785.057721373497,191.65050581597143,4.525921672368913,1560.6504649722574,290702.8810338832,8461.354210122543,2.342209970439156e6
Maria_Est,6166.952559233366,528.9110543801685,33192.38159182811,1027.8254265388946,88.15184239669476,5532.063598638018,898.613087202576,77.06989649539597,4836.604174809239,1.2635566613436828e6,109369.54174853921,6.594143653191583e6
Marutea_Sud,21048.385377855036,442.77797651871924,229798.42888497096,3508.0642296425067,73.79632941978656,38299.738147495176,3067.0504407731623,64.51907657844194,33484.913923238615,4.64203258811868e6,50273.7150631055,5.280604403764717e7
Mataiva,4920.0551012195565,519.586874183789,22702.27352332573,820.0091835365928,86.59781236396482,3783.7122538876224,716.9223147491352,75.71123023820924,3308.045570541749,962690.3697098019,98491.40918392915,4.286508198708216e6
Matureivavao,7682.7724756815405,252.29798831344917,226457.04730895365,1280.462079280257,42.049664718908204,37742.84121815894,1119.4897035993104,36.76342115424545,32998.02689359039,2.8189244956242326e6,61280.06472711057,1.59092106849252e8
